,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
70,"Lucid Dreams","Juice WRLD",1134604,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
71,"when the party's over","Billie Eilish",1116195,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
72,"10,000 Hours (with Justin Bieber)","Dan + Shay",1116059,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
73,"No Time To Die","Billie Eilish",1096313,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
74,"Pretty Please","Dua Lipa",1077056,https://open.spotify.com/track/6DXZiYUbrYgrVIhfX3U9Z2
75,"Like That (feat. Gucci Mane)","Doja Cat",1065014,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
76,"Hardest To Love","The Weeknd",1061082,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
77,"Nothing Compares - Bonus Track","The Weeknd",1053892,https://open.spotify.com/track/14mgSrrQRN8K9HaVHhKjze
78,"Hola - Remix",Dalex,1050689,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
79,Cool,"Dua Lipa",1037061,https://open.spotify.com/track/2nMOodYNHBAQ3Kc1QNimZU
80,"Missed You - Bonus Track","The Weeknd",1032225,https://open.spotify.com/track/6TooMkzB9xE9FM9qxuEQeX
81,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1030660,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
82,"Love Again","Dua Lipa",1025222,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
83,"Know Your Worth",Khalid,1021502,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
84,"Future Nostalgia","Dua Lipa",1016981,https://open.spotify.com/track/6zrJLhslleCHby0wbUnvVy
85,"That Way - Bonus Track","Lil Uzi Vert",1014216,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
86,"What If I Told You That I Love You","Ali Gatie",1012010,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
87,"Forever (feat. Post Malone & Clever)","Justin Bieber",1008807,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
88,"Beautiful People (feat. Khalid)","Ed Sheeran",990763,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
89,"Never Seen the Rain","Tones And I",981388,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
90,"Scared To Live","The Weeknd",976094,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
91,"HIGHEST IN THE ROOM","Travis Scott",973181,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
92,"It's You","Ali Gatie",955011,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
93,"To Die For","Sam Smith",953800,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
94,"Ballin' (with Roddy Ricch)",Mustard,950776,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
95,Lalala,Y2K,945193,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
96,Shallow,"Lady Gaga",941707,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
97,"In Your Eyes (feat. Alida)","Robin Schulz",940923,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
98,Falling,"Harry Styles",939308,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
99,"Breaking Me",Topic,932204,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
100,"Alone Again","The Weeknd",931044,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E
101,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",917613,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
102,"What A Man Gotta Do","Jonas Brothers",915454,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
103,"Good In Bed","Dua Lipa",910091,https://open.spotify.com/track/6uAFJ75WDAoAPyCWJAtvks
104,Myron,"Lil Uzi Vert",905286,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
105,"Lose You To Love Me","Selena Gomez",898027,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
106,"rockstar (feat. 21 Savage)","Post Malone",897145,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
107,Believer,"Imagine Dragons",896563,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
108,"Watermelon Sugar","Harry Styles",890551,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
109,"7 rings","Ariana Grande",888053,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
110,"Old Me","5 Seconds of Summer",885378,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
111,"Too Late","The Weeknd",884419,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
112,Keii,"Anuel AA",875227,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
113,"Get You The Moon (feat. Snøw)",Kina,873400,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
114,Suicidal,"YNW Melly",868937,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
115,Maniac,"Conan Gray",863220,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
116,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",863100,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
117,Faith,"The Weeknd",860395,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
118,BOP,DaBaby,858275,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
119,Blanco,"J Balvin",851433,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
120,"I Love Me","Demi Lovato",848912,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
121,SAD!,XXXTENTACION,844192,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
122,Happier,Marshmello,842811,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
123,"No Idea","Don Toliver",841872,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
124,"OUT WEST (feat. Young Thug)",JACKBOYS,841021,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
125,"Goodbyes (Feat. Young Thug)","Post Malone",838523,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
126,"Jocelyn Flores",XXXTENTACION,834015,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
127,Muévelo,"Nicky Jam",833767,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
128,"ily (i love you baby) (feat. Emilee)","Surf Mesa",832620,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
129,China,"Anuel AA",828521,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
130,Snowchild,"The Weeknd",827081,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7
131,"A Tu Merced","Bad Bunny",825371,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
132,"Pero Ya No","Bad Bunny",821403,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
133,"LA CANCIÓN","J Balvin",819066,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
134,"Final Lullaby - Bonus Track","The Weeknd",818819,https://open.spotify.com/track/2wDAD2hRCw8qanm6UjdLpx
135,Bruises,"Lewis Capaldi",813454,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
136,"Escape From LA","The Weeknd",804526,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
137,Ransom,"Lil Tecca",803257,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
138,"Me Gusta",Shakira,803136,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
139,"Go Stupid","Polo G",798533,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
140,"Bohemian Rhapsody - 2011 Mix",Queen,790246,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
141,"Without Me",Halsey,790158,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
142,"Boys Will Be Boys","Dua Lipa",788540,https://open.spotify.com/track/0vQcyuMEfRBd21ojZ62N2L
143,"Can We Kiss Forever?",Kina,787808,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
144,SUGAR,BROCKHAMPTON,787618,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
145,Azul,"J Balvin",782603,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
146,Callaita,"Bad Bunny",782031,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
147,"Say You Won't Let Go","James Arthur",782007,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
148,"Make You Mine",PUBLIC,771774,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
149,"Old Town Road - Remix","Lil Nas X",769918,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
150,July,"Noah Cyrus",769681,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
151,"No Me Conoce - Remix","Jhay Cortez",755636,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
152,"Auto Blu",Shiva,748488,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
153,Fantasias,"Rauw Alejandro",747103,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
154,Sucker,"Jonas Brothers",743863,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
155,Robbery,"Juice WRLD",743784,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
156,Wildflower,"5 Seconds of Summer",740823,https://open.spotify.com/track/353IDEfNzPJmGNRnOi5kJ1
157,"ocean eyes","Billie Eilish",739132,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
158,Wow.,"Post Malone",738931,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
159,"Shape of You","Ed Sheeran",738025,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
160,"Du bist mein",Zuna,730296,https://open.spotify.com/track/719aY5gAzJbx2PHjyalZQu
161,WANNABE,ITZY,727726,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
162,Perfect,"Ed Sheeran",725658,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
163,"How Do You Sleep?","Sam Smith",718096,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
164,Salt,"Ava Max",716320,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
165,Moonlight,XXXTENTACION,700670,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
166,"SICKO MODE","Travis Scott",699066,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
167,Bichiyal,"Bad Bunny",695777,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
168,goosebumps,"Travis Scott",695311,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
169,Dior,"Pop Smoke",693285,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
170,"Lights Up","Harry Styles",688688,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
171,"The Take (feat. Chris Brown)","Tory Lanez",682748,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
172,Medusa,"Jhay Cortez",682067,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
173,"Alone, Pt. II","Alan Walker",675676,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
174,"Money In The Grave (Drake ft. Rick Ross)",Drake,673055,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
175,"All of Me","John Legend",671027,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
176,"Hate Me (with Juice WRLD)","Ellie Goulding",669169,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
177,"Let Me Down Slowly","Alec Benjamin",667370,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
178,Takeaway,"The Chainsmokers",665254,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
179,"Higher Love",Kygo,664875,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
180,"Sweet but Psycho","Ava Max",664444,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
181,Jangueo,"Alex Rose",662998,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
182,"Eastside (with Halsey & Khalid)","benny blanco",660535,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
183,"The Less I Know The Better","Tame Impala",657517,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
184,"Dancing With A Stranger (with Normani)","Sam Smith",655499,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
185,Youngblood,"5 Seconds of Summer",655028,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
186,"Be Alright","Dean Lewis",651797,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
187,"Better Now","Post Malone",649856,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
188,"i love you","Billie Eilish",645858,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
189,"Fantasias - Remix","Rauw Alejandro",645141,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
190,"I Like Me Better",Lauv,642682,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
191,"Lo Mein","Lil Uzi Vert",639440,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
192,"Piece Of Your Heart",MEDUZA,639339,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
193,Starboy,"The Weeknd",639304,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
194,"If I Can't Have You","Shawn Mendes",636290,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
195,Teeth,"5 Seconds of Summer",635209,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
196,changes,XXXTENTACION,632542,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
197,"XO Tour Llif3","Lil Uzi Vert",632056,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
198,"thank u, next","Ariana Grande",631903,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
199,"Kings & Queens","Ava Max",630553,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
200,Cradles,"Sub Urban",630333,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
