,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
86,"What A Man Gotta Do","Jonas Brothers",1117227,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
87,"Está Cabrón Ser Yo","Bad Bunny",1108881,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
88,"What If I Told You That I Love You","Ali Gatie",1100606,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
89,"HIGHEST IN THE ROOM","Travis Scott",1090129,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
90,Shallow,"Lady Gaga",1087988,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
91,"Hablamos Mañana","Bad Bunny",1087171,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
92,"when the party's over","Billie Eilish",1085982,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
93,Callaita,"Bad Bunny",1085649,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
94,China,"Anuel AA",1083175,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
95,"LA CANCIÓN","J Balvin",1081931,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
96,"Chrome Heart Tags","Lil Uzi Vert",1077962,https://open.spotify.com/track/46mT9NR7N9Zf5MolcrBgE3
97,"Me Gusta",Shakira,1077957,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
98,"rockstar (feat. 21 Savage)","Post Malone",1063967,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
99,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1048842,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
100,"Bust Me","Lil Uzi Vert",1028861,https://open.spotify.com/track/4wBcaYqLPm7EtDVoJQORU4
101,"Lose You To Love Me","Selena Gomez",1026438,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
102,"Que Malo","Bad Bunny",1022987,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
103,"La Zona","Bad Bunny",1013531,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
104,"Know Your Worth",Khalid,1012058,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
105,ON,BTS,1003400,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
106,BOP,DaBaby,1001573,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
107,"No Me Conoce - Remix","Jhay Cortez",998998,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
108,"7 rings","Ariana Grande",998407,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
109,"Goodbyes (Feat. Young Thug)","Post Malone",996180,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
110,Fantasias,"Rauw Alejandro",992490,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
111,"Lettre à une femme",Ninho,992208,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
112,SUGAR,BROCKHAMPTON,980304,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
113,"It's You","Ali Gatie",975960,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
114,Lalala,Y2K,973489,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
115,"Watermelon Sugar","Harry Styles",965205,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
116,"Una Vez","Bad Bunny",952720,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
117,"Never Seen the Rain","Tones And I",946993,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
118,"Secure The Bag","Lil Uzi Vert",944795,https://open.spotify.com/track/7gHZGXSJzM29WA384suYY2
119,"Feel Me","Selena Gomez",938932,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
120,René,Residente,918612,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
121,Woah,"Lil Baby",917878,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
122,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",913063,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
123,Falling,"Harry Styles",910550,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
124,"No Idea","Don Toliver",903469,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
125,Happier,Marshmello,901843,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
126,<3,"Bad Bunny",899172,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm
127,Believer,"Imagine Dragons",897226,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
128,"Old Town Road - Remix","Lil Nas X",897174,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
129,Wow.,"Post Malone",892091,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
130,"Go Stupid","Polo G",882700,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
131,Blanco,"J Balvin",866402,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
132,"Boss Bitch","Doja Cat",858941,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
133,"Bohemian Rhapsody - 2011 Mix",Queen,852855,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
134,Medusa,"Jhay Cortez",849413,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
135,"XO Tour Llif3","Lil Uzi Vert",840173,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
136,Ransom,"Lil Tecca",840172,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
137,"OUT WEST (feat. Young Thug)",JACKBOYS,833967,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
138,"Who (feat. BTS)",Lauv,827845,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k
139,"The Other Side (from Trolls World Tour)",SZA,825496,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
140,"Urgency (feat. Syd)","Lil Uzi Vert",821372,https://open.spotify.com/track/5KlPy74NOEAt8jC3FYURnQ
141,Bruises,"Lewis Capaldi",820677,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
142,"ON (Feat. Sia)",BTS,816554,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
143,"Without Me",Halsey,816188,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
144,Sucker,"Jonas Brothers",809251,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
145,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,809064,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
146,"How Do You Sleep?","Sam Smith",804829,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
147,"B.S. (feat. H.E.R.)","Jhené Aiko",792980,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
148,"Shape of You","Ed Sheeran",791762,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
149,"Get You The Moon (feat. Snøw)",Kina,790528,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
150,"Say You Won't Let Go","James Arthur",783467,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
151,"Heatin Up (feat. Gunna)","Lil Baby",782703,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk
152,"Modern Loneliness",Lauv,779814,https://open.spotify.com/track/7MZF7YLxOP2to9iblSulLc
153,"P FKN R","Bad Bunny",776321,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
154,"Black Swan",BTS,775391,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
155,Heartless,"The Weeknd",774448,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
156,SAD!,XXXTENTACION,774158,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
157,Robbery,"Juice WRLD",772040,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
158,"Whine Up","Nicky Jam",767835,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
159,"Ayy Macarena",Tyga,766675,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
160,July,"Noah Cyrus",763706,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
161,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",756934,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
162,"Jocelyn Flores",XXXTENTACION,753922,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
163,"Alone, Pt. II","Alan Walker",744136,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
164,"ocean eyes","Billie Eilish",741366,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
165,"Better Now","Post Malone",738612,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
166,"i'm so tired...",Lauv,737978,https://open.spotify.com/track/58GV8DCjojFSplLejcHIYu
167,"Sweet but Psycho","Ava Max",736666,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
168,"SICKO MODE","Travis Scott",724780,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
169,Perfect,"Ed Sheeran",724209,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
170,"Money In The Grave (Drake ft. Rick Ross)",Drake,721485,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
171,"thank u, next","Ariana Grande",715982,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
172,"I Fall Apart","Post Malone",712393,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
173,"Can We Kiss Forever?",Kina,712195,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
174,Angst,Loredana,708897,https://open.spotify.com/track/3R3rQ7FbTJdsi5She10YvI
175,"I Like Me Better",Lauv,708429,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
176,SKYBOX,Gunna,707787,https://open.spotify.com/track/7GwYENSg87oERcW0Wacd6m
177,"Good as Hell (feat. Ariana Grande)",Lizzo,704998,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
178,"Boy With Luv (feat. Halsey)",BTS,704781,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
179,Girl,"Myke Towers",700001,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
180,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie",698677,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
181,Maniac,"Conan Gray",698605,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
182,"Dancing With A Stranger (with Normani)","Sam Smith",697805,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
183,"Make You Mine",PUBLIC,694393,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
184,"Eastside (with Halsey & Khalid)","benny blanco",693999,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
185,goosebumps,"Travis Scott",692115,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
186,"Puesto Pa' Guerrial","Bad Bunny",691793,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs
187,"Truth Hurts",Lizzo,690667,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
188,VIBEZ,DaBaby,689925,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
189,Moonlight,XXXTENTACION,689743,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
190,"Mean It",Lauv,688716,https://open.spotify.com/track/4z1rk9qlsqhp5LJm5qvXZF
191,"fuck, i'm lonely",Lauv,688662,https://open.spotify.com/track/3Hig6FDiszzWDPIKSP9swE
192,Aventura,Lunay,685122,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
193,Definitivamente,"Daddy Yankee",684792,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
194,"Lights Up","Harry Styles",683722,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
195,"Young & Alive",Bazzi,682053,https://open.spotify.com/track/5RsKelNxucrDxgMbZ3vd3W
196,"Piece Of Your Heart",MEDUZA,680798,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
197,"Adicto (with Anuel AA & Ozuna)",Tainy,679834,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
198,"Girls Like You (feat. Cardi B)","Maroon 5",678571,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
199,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",677490,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
200,I.F.L.Y.,Bazzi,674256,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
