,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
169,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,726474,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
170,"Good as Hell (feat. Ariana Grande)",Lizzo,724954,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
171,"Se Me Olvidó","Christian Nodal",721213,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
172,Perfect,"Ed Sheeran",720778,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
173,"Eastside (with Halsey & Khalid)","benny blanco",717007,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
174,"Está Cabrón Ser Yo","Bad Bunny",715157,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
175,"Lights Up","Harry Styles",714971,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
176,Soliá,"Bad Bunny",713740,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
177,"Dancing With A Stranger (with Normani)","Sam Smith",711371,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
178,"Sweet but Psycho","Ava Max",711266,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
179,"Better Now","Post Malone",706173,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
180,"Higher Love",Kygo,704018,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
181,"Piece Of Your Heart",MEDUZA,698869,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
182,"Hate Me (with Juice WRLD)","Ellie Goulding",697237,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
183,"All of Me","John Legend",696779,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
184,"B.S. (feat. H.E.R.)","Jhené Aiko",694247,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
185,"Hablamos Mañana","Bad Bunny",690541,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
186,Jangueo,"Alex Rose",689847,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
187,"The Take (feat. Chris Brown)","Tory Lanez",689182,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
188,"I Like Me Better",Lauv,686718,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
189,"XO Tour Llif3","Lil Uzi Vert",686402,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
190,"If I Can't Have You","Shawn Mendes",679204,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
191,"H <3 T E L",Dardan,675074,https://open.spotify.com/track/4n0Ke1KJsPHvd7xRoU29E2
192,"3 Nights","Dominic Fike",675028,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
193,"thank u, next","Ariana Grande",674695,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
194,"Whine Up","Nicky Jam",668083,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
195,"Let Me Down Slowly","Alec Benjamin",667846,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
196,"Ayy Macarena",Tyga,665615,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
197,Youngblood,"5 Seconds of Summer",664147,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
198,"Girls Like You (feat. Cardi B)","Maroon 5",663912,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
199,Takeaway,"The Chainsmokers",663489,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
200,"The Hills","The Weeknd",662699,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
