,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
27,Memories,"Maroon 5",1955205,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
28,"Life Is Good (feat. Drake)",Future,1897185,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
29,"BELIEVE IT",PARTYNEXTDOOR,1886279,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
30,"WHATS POPPIN","Jack Harlow",1872772,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
31,"Godzilla (feat. Juice WRLD)",Eminem,1815618,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
32,"bad guy","Billie Eilish",1790395,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
33,"FIND MY WAY",DaBaby,1754909,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
34,"everything i wanted","Billie Eilish",1733681,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
35,"Before You Go","Lewis Capaldi",1725028,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
36,"La Difícil","Bad Bunny",1698804,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
37,Señorita,"Shawn Mendes",1597570,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
38,"After Hours","The Weeknd",1582457,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
39,"Si Veo a Tu Mamá","Bad Bunny",1577633,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
40,Ignorantes,"Bad Bunny",1574959,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
41,"Turks (feat. Travis Scott)",NAV,1544793,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
42,Skechers,DripReport,1532999,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
43,Yummy,"Justin Bieber",1503031,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
44,Amarillo,"J Balvin",1437982,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
45,Tattoo,"Rauw Alejandro",1436893,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
46,"Like It Is",Kygo,1400262,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
47,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1381924,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
48,"High Fashion (feat. Mustard)","Roddy Ricch",1361617,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
49,"Ride It",Regard,1347141,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
50,"Sigues Con El","Dimelo Flow",1337194,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
51,"lovely (with Khalid)","Billie Eilish",1327793,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
52,Morado,"J Balvin",1306487,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
53,"Lose Control",MEDUZA,1297639,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1282963,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
55,"You should be sad",Halsey,1262155,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
56,"hot girl bummer",blackbear,1225535,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
57,"RITMO (Bad Boys For Life)","Black Eyed Peas",1199520,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
58,"My Oh My (feat. DaBaby)","Camila Cabello",1182599,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
59,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1175814,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
60,"CITY OF ANGELS",24kGoldn,1166984,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
61,"Moral of the Story",Ashe,1149522,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
62,Vete,"Bad Bunny",1149296,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
63,Diosa,"Myke Towers",1142280,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
64,"Breaking Me",Topic,1142170,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
65,Heartless,"The Weeknd",1133189,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
66,"La Santa","Bad Bunny",1125350,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
67,"ily (i love you baby) (feat. Emilee)","Surf Mesa",1122941,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
68,"I Don't Care (with Justin Bieber)","Ed Sheeran",1119146,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
69,"Lucid Dreams","Juice WRLD",1116985,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
70,"10,000 Hours (with Justin Bieber)","Dan + Shay",1106036,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
71,"Like That (feat. Gucci Mane)","Doja Cat",1083154,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
72,P2,"Lil Uzi Vert",1047563,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
73,"when the party's over","Billie Eilish",1040947,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
74,"Know Your Worth",Khalid,1032935,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
75,Salt,"Ava Max",1032558,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
76,"Beautiful People (feat. Khalid)","Ed Sheeran",1023275,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
77,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1014663,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
78,"Stupid Love","Lady Gaga",1010664,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
79,"Hola - Remix",Dalex,987856,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
80,"HIGHEST IN THE ROOM","Travis Scott",983847,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
81,"Ballin' (with Roddy Ricch)",Mustard,958448,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
82,"That Way - Bonus Track","Lil Uzi Vert",951390,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
83,Shallow,"Lady Gaga",951163,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
84,"In Your Eyes (feat. Alida)","Robin Schulz",944593,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
85,"It's You","Ali Gatie",941899,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
86,Myron,"Lil Uzi Vert",936440,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
87,"Forever (feat. Post Malone & Clever)","Justin Bieber",934819,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
88,"No Time To Die","Billie Eilish",931293,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
89,"What If I Told You That I Love You","Ali Gatie",929909,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
90,"What A Man Gotta Do","Jonas Brothers",920332,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
91,Falling,"Harry Styles",918271,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
92,Lalala,Y2K,917232,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
93,"Save Your Tears","The Weeknd",892782,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
94,Selfish,"Madison Beer",890166,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
95,"I'll Wait",Kygo,887104,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
96,"Watermelon Sugar","Harry Styles",884162,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
97,Believer,"Imagine Dragons",883834,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
98,"7 rings","Ariana Grande",882733,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
99,"rockstar (feat. 21 Savage)","Post Malone",880173,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
100,"Lose You To Love Me","Selena Gomez",878603,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
101,BOP,DaBaby,859725,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
102,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",855129,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
103,Ransom,"Lil Tecca",851175,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
104,Keii,"Anuel AA",847644,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
105,"Get You The Moon (feat. Snøw)",Kina,846128,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
106,Happier,Marshmello,845926,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
107,SAD!,XXXTENTACION,838114,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
108,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",836181,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
109,"OUT WEST (feat. Young Thug)",JACKBOYS,835941,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
110,"Jocelyn Flores",XXXTENTACION,831283,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
111,Suicidal,"YNW Melly",828671,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
112,"Never Seen the Rain","Tones And I",826995,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
113,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",821459,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
114,China,"Anuel AA",818601,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
115,"Goodbyes (Feat. Young Thug)","Post Malone",816446,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
116,Maniac,"Conan Gray",812101,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
117,Bruises,"Lewis Capaldi",811968,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
118,"Without Me",Halsey,807734,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
119,"I Love Me","Demi Lovato",796125,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
120,"Bohemian Rhapsody - 2011 Mix",Queen,789176,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
121,"Make You Mine",PUBLIC,780722,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
122,"Say You Won't Let Go","James Arthur",777017,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
123,"LA CANCIÓN","J Balvin",775332,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
124,"Me Gusta",Shakira,775260,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
125,"Old Town Road - Remix","Lil Nas X",771227,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
126,"Shape of You","Ed Sheeran",768610,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
127,Muévelo,"Nicky Jam",766455,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
128,SUGAR,BROCKHAMPTON,766120,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
129,Azul,"J Balvin",764277,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
130,PTSD,"G Herbo",750957,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
131,"Can We Kiss Forever?",Kina,749546,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
132,"Money In The Grave (Drake ft. Rick Ross)",Drake,743371,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
133,Sucker,"Jonas Brothers",742980,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
134,Favorito,Camilo,740430,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5
135,Fantasias,"Rauw Alejandro",736339,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
136,Perfect,"Ed Sheeran",735055,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
137,July,"Noah Cyrus",732680,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
138,"A Tu Merced","Bad Bunny",732474,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
139,"Go Stupid","Polo G",732011,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
140,Blanco,"J Balvin",731687,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
141,Robbery,"Juice WRLD",726403,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
142,Wow.,"Post Malone",724706,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
143,"Kings & Queens","Ava Max",723871,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
144,"Higher Love",Kygo,723851,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
145,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,723241,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
146,"No Me Conoce - Remix","Jhay Cortez",717040,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
147,Levitating,"Dua Lipa",714254,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
148,PORFA,Feid,713908,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
149,"ocean eyes","Billie Eilish",713612,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
150,"To Die For","Sam Smith",713602,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
151,WANNABE,ITZY,713186,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
152,Callaita,"Bad Bunny",708312,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
153,Dior,"Pop Smoke",707952,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
154,"Eastside (with Halsey & Khalid)","benny blanco",706459,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
155,"How Do You Sleep?","Sam Smith",705430,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
156,"Sweet but Psycho","Ava Max",701751,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
157,goosebumps,"Travis Scott",698359,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
158,Jangueo,"Alex Rose",689351,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
159,Moonlight,XXXTENTACION,684482,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
160,"The Take (feat. Chris Brown)","Tory Lanez",683274,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
161,"Alone, Pt. II","Alan Walker",683213,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
162,"Fantasias - Remix","Rauw Alejandro",682325,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
163,"Piece Of Your Heart",MEDUZA,682278,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
164,"SICKO MODE","Travis Scott",680795,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
165,"The Less I Know The Better","Tame Impala",680594,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
166,Follow,"KAROL G",677335,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
167,"Dancing With A Stranger (with Normani)","Sam Smith",677251,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
168,"Lights Up","Harry Styles",677157,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
169,"Let Me Down Slowly","Alec Benjamin",675196,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
170,"Old Me","5 Seconds of Summer",670726,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
171,"Be Alright","Dean Lewis",668595,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
172,"Hate Me (with Juice WRLD)","Ellie Goulding",665002,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
173,"All of Me","John Legend",660835,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
174,"Pero Ya No","Bad Bunny",657643,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
175,"No Idea","Don Toliver",657008,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
176,"I Like Me Better",Lauv,656865,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
177,Youngblood,"5 Seconds of Summer",655781,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
178,"If I Can't Have You","Shawn Mendes",654672,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
179,Takeaway,"The Chainsmokers",653898,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
180,Hallucinate,"Dua Lipa",653118,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg
181,Woah,"Lil Baby",647948,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
182,"Hardest To Love","The Weeknd",647697,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
183,"Something Just Like This","The Chainsmokers",647426,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
184,"thank u, next","Ariana Grande",644895,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
185,"3 Nights","Dominic Fike",643954,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
186,"Better Now","Post Malone",638806,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
187,"Heart On Ice","Rod Wave",637036,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
188,"Girls Like You (feat. Cardi B)","Maroon 5",631672,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
189,"High Hopes","Panic! At The Disco",631356,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
190,changes,XXXTENTACION,628716,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
191,I.F.L.Y.,Bazzi,628034,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
192,"God's Plan",Drake,627948,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
193,"La Cama - Remix",Lunay,622256,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
194,"XO Tour Llif3","Lil Uzi Vert",615118,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
195,"i love you","Billie Eilish",613558,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
196,"Good as Hell (feat. Ariana Grande)",Lizzo,609869,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
197,2002,Anne-Marie,607588,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
198,"SLOW DANCING IN THE DARK",Joji,604401,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
199,"Scared To Live","The Weeknd",603293,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
200,Medusa,"Jhay Cortez",601522,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
