,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
43,"Before You Go","Lewis Capaldi",1777342,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
44,Physical,"Dua Lipa",1762517,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
45,"Repeat After Me (Interlude)","The Weeknd",1760048,https://open.spotify.com/track/40U8d12pC5UHqmHwXjHjjl
46,"Until I Bleed Out","The Weeknd",1612011,https://open.spotify.com/track/2BcnxwxBuar5wjCaLqm5N3
47,"WHATS POPPIN","Jack Harlow",1577271,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
48,Vete,"Bad Bunny",1576142,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
49,"La Santa","Bad Bunny",1547736,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
50,"Sigues Con El","Dimelo Flow",1539825,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
51,Azul,"J Balvin",1511090,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
52,"RITMO (Bad Boys For Life)","Black Eyed Peas",1499989,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
53,"My Oh My (feat. DaBaby)","Camila Cabello",1462038,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
54,"You should be sad",Halsey,1457142,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
55,"Yo Perreo Sola","Bad Bunny",1442797,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
56,"That Way - Bonus Track","Lil Uzi Vert",1426328,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
57,Tattoo,"Rauw Alejandro",1420261,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
58,"No Time To Die","Billie Eilish",1420066,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
59,"Stupid Love","Lady Gaga",1416275,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
60,"High Fashion (feat. Mustard)","Roddy Ricch",1412907,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
61,"Ride It",Regard,1383908,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
62,"Moral of the Story",Ashe,1375843,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
63,Blanco,"J Balvin",1364346,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
64,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1348904,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
65,Diosa,"Myke Towers",1333176,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
66,P2,"Lil Uzi Vert",1314055,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
67,"Lose Control",MEDUZA,1280592,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
68,"I Don't Care (with Justin Bieber)","Ed Sheeran",1273443,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
69,"CITY OF ANGELS",24kGoldn,1252897,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
70,"lovely (with Khalid)","Billie Eilish",1252840,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
71,Rosa,"J Balvin",1243849,https://open.spotify.com/track/464uJVLmr0fDJGXOnciaDe
72,"Boss Bitch","Doja Cat",1235677,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
73,"hot girl bummer",blackbear,1193205,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
74,Gris,"J Balvin",1191891,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
75,"Hola - Remix",Dalex,1184125,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
76,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1147532,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
77,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",1147084,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
78,"Lucid Dreams","Juice WRLD",1120859,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
79,"What A Man Gotta Do","Jonas Brothers",1119298,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
80,"10,000 Hours (with Justin Bieber)","Dan + Shay",1108112,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
81,Skechers,DripReport,1101829,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
82,"Beautiful People (feat. Khalid)","Ed Sheeran",1096527,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
83,Myron,"Lil Uzi Vert",1095927,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
84,"The Gambler","Kenny Rogers",1091026,https://open.spotify.com/track/5KqldkCunQ2rWxruMEtGh0
85,Savage,"Megan Thee Stallion",1085912,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
86,Negro,"J Balvin",1077437,https://open.spotify.com/track/2hsA9YWuF3C9Gosi4dpjJN
87,"Forever (feat. Post Malone & Clever)","Justin Bieber",1068205,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
88,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1060922,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
89,"What If I Told You That I Love You","Ali Gatie",1053025,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
90,"HIGHEST IN THE ROOM","Travis Scott",1038404,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
91,"To Die For","Sam Smith",1036524,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
92,Shallow,"Lady Gaga",1027874,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
93,"Pero Ya No","Bad Bunny",1025090,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
94,"Know Your Worth",Khalid,1018135,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
95,"Never Seen the Rain","Tones And I",1016426,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
96,"when the party's over","Billie Eilish",1014769,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
97,"Ballin' (with Roddy Ricch)",Mustard,1010006,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
98,Keii,"Anuel AA",1004356,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
99,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",975948,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
100,Lalala,Y2K,969981,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
101,"No Idea","Don Toliver",965332,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
102,Verde,"J Balvin",952975,https://open.spotify.com/track/3HTbI3yUJQw3fP0Po8qLcD
103,China,"Anuel AA",952594,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
104,"Islands in the Stream","Dolly Parton",949433,https://open.spotify.com/track/6apPqjW8ezpKEicAkkBlvO
105,"rockstar (feat. 21 Savage)","Post Malone",947576,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
106,Muévelo,"Nicky Jam",940817,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
107,"Me Gusta",Shakira,924994,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
108,"A Tu Merced","Bad Bunny",924172,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
109,"It's You","Ali Gatie",923578,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
110,Maniac,"Conan Gray",922463,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
111,"Watermelon Sugar","Harry Styles",919040,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
112,"7 rings","Ariana Grande",911663,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
113,"Lose You To Love Me","Selena Gomez",910588,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
114,Believer,"Imagine Dragons",910012,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
115,Happier,Marshmello,909834,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
116,BOP,DaBaby,907074,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
117,"Like That (feat. Gucci Mane)","Doja Cat",903620,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
118,Suicidal,"YNW Melly",902713,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
119,Callaita,"Bad Bunny",900345,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
120,"In Your Eyes (feat. Alida)","Robin Schulz",900216,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
121,"Goodbyes (Feat. Young Thug)","Post Malone",895506,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
122,"LA CANCIÓN","J Balvin",895082,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
123,"I Love Me","Demi Lovato",894831,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
124,"Bohemian Rhapsody - 2011 Mix",Queen,889587,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
125,"Old Town Road - Remix","Lil Nas X",884518,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
126,Falling,"Harry Styles",884506,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
127,"OUT WEST (feat. Young Thug)",JACKBOYS,852521,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
128,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",846707,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
129,"No Me Conoce - Remix","Jhay Cortez",840514,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
130,Ransom,"Lil Tecca",833334,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
131,Arcoíris,"J Balvin",832471,https://open.spotify.com/track/5zzbORcD0GwLY0wQHP1Xs1
132,"Baby Pluto","Lil Uzi Vert",831272,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
133,Fantasias,"Rauw Alejandro",828928,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
134,WANNABE,ITZY,825054,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
135,SUGAR,BROCKHAMPTON,816182,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
136,"Get You The Moon (feat. Snøw)",Kina,805540,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
137,Bichiyal,"Bad Bunny",803839,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
138,"Go Stupid","Polo G",803072,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
139,Sucker,"Jonas Brothers",796346,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
140,Bruises,"Lewis Capaldi",795819,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
141,Medusa,"Jhay Cortez",792541,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
142,SAD!,XXXTENTACION,789568,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
143,"Shape of You","Ed Sheeran",789086,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
144,Wow.,"Post Malone",787500,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
145,"Fantasias - Remix","Rauw Alejandro",786159,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
146,"Without Me",Halsey,775052,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
147,Robbery,"Juice WRLD",770971,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
148,"Jocelyn Flores",XXXTENTACION,768829,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
149,"Say You Won't Let Go","James Arthur",761392,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
150,"SICKO MODE","Travis Scott",757911,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
151,"Lo Mein","Lil Uzi Vert",757757,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
152,"How Do You Sleep?","Sam Smith",748802,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
153,Woah,"Lil Baby",746654,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
154,"Money In The Grave (Drake ft. Rick Ross)",Drake,746126,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
155,"Alone, Pt. II","Alan Walker",744160,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
156,Starboy,"The Weeknd",739568,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
157,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",729959,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
158,"Make You Mine",PUBLIC,728067,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
159,Moonlight,XXXTENTACION,727145,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
160,July,"Noah Cyrus",721488,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
161,"Se Me Olvidó","Christian Nodal",719418,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
162,Dior,"Pop Smoke",715334,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
163,goosebumps,"Travis Scott",711426,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
164,"Higher Love",Kygo,711019,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
165,"Good as Hell (feat. Ariana Grande)",Lizzo,710330,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
166,Perfect,"Ed Sheeran",709261,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
167,"The Less I Know The Better","Tame Impala",708353,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
168,"Can We Kiss Forever?",Kina,707988,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
169,"Call Out My Name","The Weeknd",705161,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN
170,"ocean eyes","Billie Eilish",704368,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
171,"No Judgement","Niall Horan",704028,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G
172,"Feel Me","Selena Gomez",703328,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
173,25/8,"Bad Bunny",703051,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
174,"Sweet but Psycho","Ava Max",694159,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
175,"Piece Of Your Heart",MEDUZA,691590,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
176,ON,BTS,688504,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
177,"Dancing With A Stranger (with Normani)","Sam Smith",685130,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
178,"Eastside (with Halsey & Khalid)","benny blanco",681109,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
179,Jangueo,"Alex Rose",679388,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
180,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,678934,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
181,"All of Me","John Legend",677392,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
182,"Better Now","Post Malone",676969,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
183,"Lights Up","Harry Styles",675077,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
184,Soliá,"Bad Bunny",673235,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
185,"Está Cabrón Ser Yo","Bad Bunny",671087,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
186,"Hablamos Mañana","Bad Bunny",663045,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
187,"3 Nights","Dominic Fike",659053,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
188,"The Take (feat. Chris Brown)","Tory Lanez",656375,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
189,"Hate Me (with Juice WRLD)","Ellie Goulding",655705,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
190,"B.S. (feat. H.E.R.)","Jhené Aiko",655471,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
191,"Girls Like You (feat. Cardi B)","Maroon 5",654193,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
192,"Whine Up","Nicky Jam",652512,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
193,"If I Can't Have You","Shawn Mendes",646754,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
194,"XO Tour Llif3","Lil Uzi Vert",646606,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
195,"Breaking Me",Topic,643685,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
196,"Ayy Macarena",Tyga,643440,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
197,"High Hopes","Panic! At The Disco",643134,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
198,"I Like Me Better",Lauv,642163,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
199,"Let Me Down Slowly","Alec Benjamin",641900,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
200,"thank u, next","Ariana Grande",639321,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
