,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
36,Faith,"The Weeknd",1913203,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
37,"Escape From LA","The Weeknd",1875978,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
38,Yummy,"Justin Bieber",1799186,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
39,"bad guy","Billie Eilish",1784899,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
40,"everything i wanted","Billie Eilish",1736413,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
41,"Life Is Good (feat. Drake)",Future,1728794,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
42,Physical,"Dua Lipa",1715068,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
43,"Before You Go","Lewis Capaldi",1686204,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
44,Señorita,"Shawn Mendes",1641278,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
45,"WHATS POPPIN","Jack Harlow",1450696,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
46,Vete,"Bad Bunny",1419805,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
47,"Sigues Con El","Dimelo Flow",1400371,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
48,"La Santa","Bad Bunny",1387271,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
49,"Repeat After Me (Interlude)","The Weeknd",1367830,https://open.spotify.com/track/40U8d12pC5UHqmHwXjHjjl
50,"RITMO (Bad Boys For Life)","Black Eyed Peas",1326746,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
51,"My Oh My (feat. DaBaby)","Camila Cabello",1316871,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
52,"You should be sad",Halsey,1312079,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
53,"High Fashion (feat. Mustard)","Roddy Ricch",1307442,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
54,"That Way - Bonus Track","Lil Uzi Vert",1304826,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
55,Tattoo,"Rauw Alejandro",1296801,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
56,"Moral of the Story",Ashe,1294630,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
57,"No Time To Die","Billie Eilish",1291505,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
58,"Yo Perreo Sola","Bad Bunny",1291162,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
59,"Stupid Love","Lady Gaga",1242653,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
60,"Until I Bleed Out","The Weeknd",1242389,https://open.spotify.com/track/2BcnxwxBuar5wjCaLqm5N3
61,"Ride It",Regard,1239979,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
62,Azul,"J Balvin",1239544,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
63,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1235624,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
64,"lovely (with Khalid)","Billie Eilish",1224977,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
65,Diosa,"Myke Towers",1210367,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
66,"Boss Bitch","Doja Cat",1201959,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
67,"CITY OF ANGELS",24kGoldn,1189269,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
68,P2,"Lil Uzi Vert",1185130,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
69,"I Don't Care (with Justin Bieber)","Ed Sheeran",1172967,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
70,"Lose Control",MEDUZA,1172724,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
71,Blanco,"J Balvin",1166651,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
72,"hot girl bummer",blackbear,1121215,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
73,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1118606,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
74,Savage,"Megan Thee Stallion",1115986,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
75,"Hola - Remix",Dalex,1092339,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
76,Skechers,DripReport,1088258,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
77,"Lucid Dreams","Juice WRLD",1084459,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
78,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",1042445,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
79,"10,000 Hours (with Justin Bieber)","Dan + Shay",1040999,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
80,Myron,"Lil Uzi Vert",1023338,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
81,"Beautiful People (feat. Khalid)","Ed Sheeran",1018673,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
82,"What A Man Gotta Do","Jonas Brothers",1011565,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
83,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1007286,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
84,"when the party's over","Billie Eilish",1002182,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
85,"What If I Told You That I Love You","Ali Gatie",997123,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
86,Rosa,"J Balvin",991955,https://open.spotify.com/track/464uJVLmr0fDJGXOnciaDe
87,Gris,"J Balvin",984712,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
88,"Forever (feat. Post Malone & Clever)","Justin Bieber",983910,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
89,"HIGHEST IN THE ROOM","Travis Scott",967843,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
90,"To Die For","Sam Smith",963007,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
91,Shallow,"Lady Gaga",954291,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
92,"Ballin' (with Roddy Ricch)",Mustard,949188,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
93,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",948077,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
94,"Know Your Worth",Khalid,936039,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
95,"Pero Ya No","Bad Bunny",928762,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
96,"No Idea","Don Toliver",921228,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
97,Keii,"Anuel AA",918497,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
98,"Never Seen the Rain","Tones And I",918294,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
99,Lalala,Y2K,917163,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
100,"It's You","Ali Gatie",902472,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
101,"rockstar (feat. 21 Savage)","Post Malone",893895,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
102,Suicidal,"YNW Melly",881448,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
103,"Like That (feat. Gucci Mane)","Doja Cat",881188,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
104,China,"Anuel AA",879212,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
105,Falling,"Harry Styles",868468,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
106,"Lose You To Love Me","Selena Gomez",865493,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
107,"7 rings","Ariana Grande",861062,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
108,Believer,"Imagine Dragons",856221,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
109,"Watermelon Sugar","Harry Styles",854268,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
110,Negro,"J Balvin",851826,https://open.spotify.com/track/2hsA9YWuF3C9Gosi4dpjJN
111,BOP,DaBaby,849066,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
112,"A Tu Merced","Bad Bunny",848721,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
113,Muévelo,"Nicky Jam",847928,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
114,Happier,Marshmello,846666,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
115,"Goodbyes (Feat. Young Thug)","Post Malone",842669,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
116,Maniac,"Conan Gray",837914,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
117,"Me Gusta",Shakira,828905,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
118,"LA CANCIÓN","J Balvin",828267,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
119,Callaita,"Bad Bunny",823460,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
120,"Bohemian Rhapsody - 2011 Mix",Queen,816211,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
121,"I Love Me","Demi Lovato",815288,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
122,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",810650,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
123,"In Your Eyes (feat. Alida)","Robin Schulz",807540,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
124,"OUT WEST (feat. Young Thug)",JACKBOYS,807367,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
125,0.00,"Childish Gambino",804034,https://open.spotify.com/track/4Ksj9mKfsYC5b8v8Ey3c8I
126,Algorhythm,"Childish Gambino",803151,https://open.spotify.com/track/07FOCFJhMmCVQDyWX1d3gR
127,"Old Town Road - Remix","Lil Nas X",802322,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
128,WANNABE,ITZY,800458,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
129,"Get You The Moon (feat. Snøw)",Kina,799052,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
130,Ransom,"Lil Tecca",797682,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
131,SUGAR,BROCKHAMPTON,789830,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
132,Bruises,"Lewis Capaldi",777217,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
133,SAD!,XXXTENTACION,772389,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
134,"Baby Pluto","Lil Uzi Vert",771463,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
135,Fantasias,"Rauw Alejandro",770128,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
136,"No Me Conoce - Remix","Jhay Cortez",768149,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
137,"Jocelyn Flores",XXXTENTACION,765109,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
138,"Go Stupid","Polo G",762342,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
139,Wow.,"Post Malone",743931,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
140,"Without Me",Halsey,741963,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
141,"Say You Won't Let Go","James Arthur",741814,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
142,Medusa,"Jhay Cortez",740691,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
143,"Shape of You","Ed Sheeran",737236,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
144,Time,"Childish Gambino",737093,https://open.spotify.com/track/2Aq78kKI9yuloJQkcbhQbU
145,12.38,"Childish Gambino",735426,https://open.spotify.com/track/011ZwIM48eD8ee2UBpG8nK
146,Sucker,"Jonas Brothers",735167,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
147,Robbery,"Juice WRLD",734255,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
148,Verde,"J Balvin",730592,https://open.spotify.com/track/3HTbI3yUJQw3fP0Po8qLcD
149,Bichiyal,"Bad Bunny",720139,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
150,July,"Noah Cyrus",715399,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
151,Woah,"Lil Baby",712614,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
152,"Lo Mein","Lil Uzi Vert",709638,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
153,"Make You Mine",PUBLIC,709636,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
154,"Fantasias - Remix","Rauw Alejandro",707687,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
155,"How Do You Sleep?","Sam Smith",706130,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
156,"SICKO MODE","Travis Scott",700593,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
157,"Can We Kiss Forever?",Kina,699328,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
158,Perfect,"Ed Sheeran",698999,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
159,Moonlight,XXXTENTACION,693005,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
160,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",692765,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
161,"ocean eyes","Billie Eilish",689868,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
162,"Money In The Grave (Drake ft. Rick Ross)",Drake,687310,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
163,Dior,"Pop Smoke",681872,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
164,Starboy,"The Weeknd",681563,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
165,goosebumps,"Travis Scott",672731,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
166,"Alone, Pt. II","Alan Walker",665612,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
167,"Call Out My Name","The Weeknd",665069,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN
168,"The Less I Know The Better","Tame Impala",664929,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
169,ON,BTS,662805,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
170,"Se Me Olvidó","Christian Nodal",660140,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
171,"No Judgement","Niall Horan",648822,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G
172,"All of Me","John Legend",647265,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
173,Arcoíris,"J Balvin",646371,https://open.spotify.com/track/5zzbORcD0GwLY0wQHP1Xs1
174,"Feel Me","Selena Gomez",645061,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
175,"Eastside (with Halsey & Khalid)","benny blanco",641443,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
176,"Better Now","Post Malone",640317,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
177,"Sweet but Psycho","Ava Max",639979,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
178,"Good as Hell (feat. Ariana Grande)",Lizzo,639526,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
179,"Lights Up","Harry Styles",639408,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
180,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,638739,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
181,"Dancing With A Stranger (with Normani)","Sam Smith",638024,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
182,"Higher Love",Kygo,636538,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
183,"Piece Of Your Heart",MEDUZA,634576,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
184,"The Take (feat. Chris Brown)","Tory Lanez",634535,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
185,25/8,"Bad Bunny",628023,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
186,"Let Me Down Slowly","Alec Benjamin",626997,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
187,"Hate Me (with Juice WRLD)","Ellie Goulding",626730,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
188,Jangueo,"Alex Rose",626150,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
189,"The Gambler","Kenny Rogers",625362,https://open.spotify.com/track/5KqldkCunQ2rWxruMEtGh0
190,"XO Tour Llif3","Lil Uzi Vert",624775,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
191,"3 Nights","Dominic Fike",616873,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
192,"I Like Me Better",Lauv,610843,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
193,"B.S. (feat. H.E.R.)","Jhené Aiko",607843,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
194,"Be Alright","Dean Lewis",607380,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
195,"If I Can't Have You","Shawn Mendes",606857,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
196,"Girls Like You (feat. Cardi B)","Maroon 5",605557,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
197,Soliá,"Bad Bunny",605206,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
198,"Hablamos Mañana","Bad Bunny",604863,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
199,"thank u, next","Ariana Grande",603830,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
200,"Breaking Me",Topic,603242,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
