,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
18,Tusa,"KAROL G",2443308,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
19,"Someone You Loved","Lewis Capaldi",2433923,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
20,Circles,"Post Malone",2340259,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
21,"Yo Perreo Sola","Bad Bunny",2313815,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
22,Rojo,"J Balvin",2255071,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
23,"La Difícil","Bad Bunny",2155030,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
24,"Adore You","Harry Styles",2115949,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
25,Savage,"Megan Thee Stallion",2047479,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
26,Memories,"Maroon 5",2014740,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
27,"After Hours","The Weeknd",1970184,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
28,"BELIEVE IT",PARTYNEXTDOOR,1967230,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
29,"Godzilla (feat. Juice WRLD)",Eminem,1933177,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
30,"Turks (feat. Travis Scott)",NAV,1888282,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
31,"Si Veo a Tu Mamá","Bad Bunny",1866381,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
32,"bad guy","Billie Eilish",1865288,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
33,"everything i wanted","Billie Eilish",1843368,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
34,Ignorantes,"Bad Bunny",1821450,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
35,"Boss Bitch","Doja Cat",1808760,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
36,"Life Is Good (feat. Drake)",Future,1781971,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
37,"WHATS POPPIN","Jack Harlow",1749304,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
38,"Before You Go","Lewis Capaldi",1744943,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
39,Yummy,"Justin Bieber",1640843,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
40,Señorita,"Shawn Mendes",1615255,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
41,Amarillo,"J Balvin",1577865,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
42,Morado,"J Balvin",1563198,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
43,"Like It Is",Kygo,1474371,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
44,Tattoo,"Rauw Alejandro",1414977,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
45,"Sigues Con El","Dimelo Flow",1402461,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
46,Heartless,"The Weeknd",1370161,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
47,Vete,"Bad Bunny",1361052,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
48,"lovely (with Khalid)","Billie Eilish",1359647,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
49,"You should be sad",Halsey,1354523,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
50,"La Santa","Bad Bunny",1343269,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
51,"High Fashion (feat. Mustard)","Roddy Ricch",1331015,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
52,"My Oh My (feat. DaBaby)","Camila Cabello",1279194,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
53,"Lose Control",MEDUZA,1271185,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1265658,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
55,Skechers,DripReport,1263847,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
56,"CITY OF ANGELS",24kGoldn,1262330,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
57,"Moral of the Story",Ashe,1261095,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
58,"Ride It",Regard,1254295,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
59,"RITMO (Bad Boys For Life)","Black Eyed Peas",1252040,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
60,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1240099,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
61,"hot girl bummer",blackbear,1218478,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
62,"I Don't Care (with Justin Bieber)","Ed Sheeran",1200750,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
63,Diosa,"Myke Towers",1178551,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
64,"Stupid Love","Lady Gaga",1168088,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
65,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1155063,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
66,"Save Your Tears","The Weeknd",1136180,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
67,"10,000 Hours (with Justin Bieber)","Dan + Shay",1129610,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
68,"Lucid Dreams","Juice WRLD",1126309,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
69,"when the party's over","Billie Eilish",1105256,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
70,Levitating,"Dua Lipa",1102314,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
71,P2,"Lil Uzi Vert",1092548,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
72,"No Time To Die","Billie Eilish",1085332,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
73,Hallucinate,"Dua Lipa",1071639,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg
74,"Like That (feat. Gucci Mane)","Doja Cat",1068518,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
75,"Hola - Remix",Dalex,1054532,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
76,"Know Your Worth",Khalid,1036919,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
77,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1016970,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
78,"Forever (feat. Post Malone & Clever)","Justin Bieber",1015669,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
79,"What If I Told You That I Love You","Ali Gatie",1014693,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
80,"That Way - Bonus Track","Lil Uzi Vert",1004433,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
81,"Never Seen the Rain","Tones And I",1000350,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
82,"Beautiful People (feat. Khalid)","Ed Sheeran",999344,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
83,"HIGHEST IN THE ROOM","Travis Scott",978845,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
84,"Breaking Me",Topic,966626,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
85,"To Die For","Sam Smith",965214,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
86,"In Your Eyes (feat. Alida)","Robin Schulz",962106,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
87,Shallow,"Lady Gaga",959007,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
88,"Hardest To Love","The Weeknd",954974,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
89,"Pretty Please","Dua Lipa",952611,https://open.spotify.com/track/6DXZiYUbrYgrVIhfX3U9Z2
90,"Ballin' (with Roddy Ricch)",Mustard,950944,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
91,"It's You","Ali Gatie",950655,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
92,Lalala,Y2K,943527,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
93,Falling,"Harry Styles",943359,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
94,Myron,"Lil Uzi Vert",941373,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
95,"What A Man Gotta Do","Jonas Brothers",930929,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
96,Believer,"Imagine Dragons",906145,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
97,"Lose You To Love Me","Selena Gomez",905052,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
98,Cool,"Dua Lipa",904123,https://open.spotify.com/track/2nMOodYNHBAQ3Kc1QNimZU
99,"rockstar (feat. 21 Savage)","Post Malone",902565,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
100,"Love Again","Dua Lipa",900088,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
101,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",897297,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
102,"7 rings","Ariana Grande",896732,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
103,"Watermelon Sugar","Harry Styles",889813,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
104,"Future Nostalgia","Dua Lipa",879774,https://open.spotify.com/track/6zrJLhslleCHby0wbUnvVy
105,"Scared To Live","The Weeknd",877200,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
106,Keii,"Anuel AA",874620,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
107,"Get You The Moon (feat. Snøw)",Kina,868961,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
108,"ily (i love you baby) (feat. Emilee)","Surf Mesa",868243,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
109,Suicidal,"YNW Melly",860606,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
110,Maniac,"Conan Gray",854930,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
111,BOP,DaBaby,854617,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
112,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",851337,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
113,"I Love Me","Demi Lovato",850580,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
114,China,"Anuel AA",850180,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
115,"OUT WEST (feat. Young Thug)",JACKBOYS,848647,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
116,Happier,Marshmello,848280,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
117,"No Idea","Don Toliver",845759,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
118,Muévelo,"Nicky Jam",843907,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
119,"Old Me","5 Seconds of Summer",843290,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
120,SAD!,XXXTENTACION,842179,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
121,"Goodbyes (Feat. Young Thug)","Post Malone",840215,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
122,Blanco,"J Balvin",836990,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
123,"Jocelyn Flores",XXXTENTACION,833148,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
124,"A Tu Merced","Bad Bunny",826670,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
125,"LA CANCIÓN","J Balvin",823757,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
126,"Alone Again","The Weeknd",819899,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E
127,Bruises,"Lewis Capaldi",815442,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
128,Ransom,"Lil Tecca",811739,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
129,"Me Gusta",Shakira,809472,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
130,"Good In Bed","Dua Lipa",798051,https://open.spotify.com/track/6uAFJ75WDAoAPyCWJAtvks
131,"Without Me",Halsey,797738,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
132,"Bohemian Rhapsody - 2011 Mix",Queen,796216,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
133,"Pero Ya No","Bad Bunny",795550,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
134,"Say You Won't Let Go","James Arthur",788622,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
135,"Too Late","The Weeknd",784888,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
136,"Old Town Road - Remix","Lil Nas X",782150,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
137,"Can We Kiss Forever?",Kina,781504,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
138,SUGAR,BROCKHAMPTON,777863,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
139,"Go Stupid","Polo G",775385,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
140,"Make You Mine",PUBLIC,772245,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
141,Faith,"The Weeknd",771632,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
142,Callaita,"Bad Bunny",768974,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
143,Fantasias,"Rauw Alejandro",767317,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
144,"No Me Conoce - Remix","Jhay Cortez",765494,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
145,July,"Noah Cyrus",764043,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
146,Azul,"J Balvin",763677,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
147,"Shape of You","Ed Sheeran",754151,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
148,Snowchild,"The Weeknd",750464,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7
149,Sucker,"Jonas Brothers",749795,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
150,Robbery,"Juice WRLD",742109,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
151,Wow.,"Post Malone",741807,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
152,Salt,"Ava Max",733700,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
153,Perfect,"Ed Sheeran",733573,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
154,"How Do You Sleep?","Sam Smith",733528,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
155,"ocean eyes","Billie Eilish",731363,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
156,WANNABE,ITZY,726164,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
157,"Escape From LA","The Weeknd",721188,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
158,goosebumps,"Travis Scott",701305,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
159,"SICKO MODE","Travis Scott",699747,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
160,Dior,"Pop Smoke",697444,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
161,Moonlight,XXXTENTACION,695404,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
162,Takeaway,"The Chainsmokers",688485,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
163,"Money In The Grave (Drake ft. Rick Ross)",Drake,686106,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
164,"Boys Will Be Boys","Dua Lipa",685484,https://open.spotify.com/track/0vQcyuMEfRBd21ojZ62N2L
165,Wildflower,"5 Seconds of Summer",684623,https://open.spotify.com/track/353IDEfNzPJmGNRnOi5kJ1
166,"Du bist mein",Zuna,683672,https://open.spotify.com/track/719aY5gAzJbx2PHjyalZQu
167,"Alone, Pt. II","Alan Walker",683595,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
168,"Lights Up","Harry Styles",682508,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
169,"All of Me","John Legend",680392,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
170,"The Take (feat. Chris Brown)","Tory Lanez",680342,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
171,Bichiyal,"Bad Bunny",676903,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
172,"Sweet but Psycho","Ava Max",673516,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
173,"Eastside (with Halsey & Khalid)","benny blanco",673133,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
174,Medusa,"Jhay Cortez",672529,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
175,"Higher Love",Kygo,672284,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
176,"Hate Me (with Juice WRLD)","Ellie Goulding",671559,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
177,"The Less I Know The Better","Tame Impala",669579,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
178,Jangueo,"Alex Rose",668348,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
179,"Dancing With A Stranger (with Normani)","Sam Smith",666098,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
180,"Piece Of Your Heart",MEDUZA,660853,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
181,"Let Me Down Slowly","Alec Benjamin",659724,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
182,"Fantasias - Remix","Rauw Alejandro",658371,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
183,"Be Alright","Dean Lewis",656488,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
184,Youngblood,"5 Seconds of Summer",654640,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
185,"Auto Blu",Shiva,650833,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
186,"Better Now","Post Malone",650466,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
187,"I Like Me Better",Lauv,647266,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
188,Starboy,"The Weeknd",642920,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
189,PTSD,"G Herbo",641819,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
190,"thank u, next","Ariana Grande",640701,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
191,"If I Can't Have You","Shawn Mendes",640354,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
192,"i love you","Billie Eilish",639392,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
193,"Kings & Queens","Ava Max",636888,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
194,"3 Nights","Dominic Fike",635758,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
195,changes,XXXTENTACION,629464,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
196,"XO Tour Llif3","Lil Uzi Vert",629441,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
197,"Girls Like You (feat. Cardi B)","Maroon 5",624660,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
198,"Good as Hell (feat. Ariana Grande)",Lizzo,623465,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
199,I.F.L.Y.,Bazzi,622984,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
200,Cradles,"Sub Urban",622370,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
