,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
72,"when the party's over","Billie Eilish",1198901,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
73,Soliá,"Bad Bunny",1195817,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
74,25/8,"Bad Bunny",1195263,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
75,"HIGHEST IN THE ROOM","Travis Scott",1191151,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
76,"Lettre à une femme",Ninho,1184660,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
77,"Know Your Worth",Khalid,1176451,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
78,"Ballin' (with Roddy Ricch)",Mustard,1174996,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
79,"Boss Bitch","Doja Cat",1169232,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
80,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1164691,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
81,Shallow,"Lady Gaga",1162843,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
82,Muévelo,"Nicky Jam",1162741,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
83,"Lucid Dreams","Juice WRLD",1154922,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
84,"Me Gusta",Shakira,1151398,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
85,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",1145281,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
86,Homecoming,"Lil Uzi Vert",1141973,https://open.spotify.com/track/6vxU64pcIuQ38O015Zy4qj
87,Suicidal,"YNW Melly",1133998,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
88,"Lose You To Love Me","Selena Gomez",1128388,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
89,"Está Cabrón Ser Yo","Bad Bunny",1127530,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
90,"Hablamos Mañana","Bad Bunny",1114999,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
91,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",1114278,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
92,Prices,"Lil Uzi Vert",1112964,https://open.spotify.com/track/4YcWzLSnGqLjSCycuSMHnn
93,"Never Seen the Rain","Tones And I",1094707,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
94,"rockstar (feat. 21 Savage)","Post Malone",1093625,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
95,"Watermelon Sugar","Harry Styles",1089079,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
96,China,"Anuel AA",1087659,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
97,"I'm Sorry","Lil Uzi Vert",1079636,https://open.spotify.com/track/1xcOYJxDa5pObgxY1r0I9c
98,"LA CANCIÓN","J Balvin",1078788,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
99,BOP,DaBaby,1059620,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
100,"Goodbyes (Feat. Young Thug)","Post Malone",1051077,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
101,"7 rings","Ariana Grande",1042369,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
102,"Feel Me","Selena Gomez",1042190,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
103,"Que Malo","Bad Bunny",1036429,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
104,"La Zona","Bad Bunny",1028158,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
105,ON,BTS,1026670,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
106,Falling,"Harry Styles",1012712,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
107,"It's You","Ali Gatie",1009149,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
108,Callaita,"Bad Bunny",1006730,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
109,Venetia,"Lil Uzi Vert",1006549,https://open.spotify.com/track/3BYIzNZ3t9lRQCACXSMLrT
110,SUGAR,BROCKHAMPTON,1004727,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
111,"Go Stupid","Polo G",990309,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
112,Fantasias,"Rauw Alejandro",988414,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
113,"Una Vez","Bad Bunny",987934,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
114,"Se Me Olvidó","Christian Nodal",978910,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
115,"Celebration Station","Lil Uzi Vert",974307,https://open.spotify.com/track/25B5fGr9K0VdZJiRFsnMO4
116,Lalala,Y2K,974070,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
117,Woah,"Lil Baby",961823,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
118,Believer,"Imagine Dragons",949753,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
119,WANNABE,ITZY,948042,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
120,"No Me Conoce - Remix","Jhay Cortez",942469,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
121,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",938443,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
122,"OUT WEST (feat. Young Thug)",JACKBOYS,936955,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
123,"No Idea","Don Toliver",935316,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
124,Wow.,"Post Malone",932945,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
125,Happier,Marshmello,926999,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
126,"Bigger Than Life","Lil Uzi Vert",921248,https://open.spotify.com/track/2oHDJHNondITqbl8xZ9vPn
127,"How Do You Sleep?","Sam Smith",910635,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
128,<3,"Bad Bunny",899790,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm
129,Medusa,"Jhay Cortez",891561,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
130,"The Other Side (from Trolls World Tour)",SZA,890812,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
131,"Without Me",Halsey,888681,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
132,"Old Town Road - Remix","Lil Nas X",887523,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
133,"XO Tour Llif3","Lil Uzi Vert",883770,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
134,Sucker,"Jonas Brothers",882779,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
135,Bruises,"Lewis Capaldi",881465,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
136,René,Residente,865571,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
137,"Say You Won't Let Go","James Arthur",855162,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
138,"Shape of You","Ed Sheeran",852991,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
139,July,"Noah Cyrus",850812,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
140,Heartless,"The Weeknd",847685,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
141,Blanco,"J Balvin",843361,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
142,"Bohemian Rhapsody - 2011 Mix",Queen,843065,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
143,"ON (Feat. Sia)",BTS,836576,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
144,POP,"Lil Uzi Vert",835121,https://open.spotify.com/track/1jDbQz6tr52WgScCTXMnaN
145,"Who (feat. BTS)",Lauv,827314,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k
146,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,827214,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
147,"B.S. (feat. H.E.R.)","Jhené Aiko",821089,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
148,"Get You The Moon (feat. Snøw)",Kina,820787,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
149,"Modern Loneliness",Lauv,813309,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
150,"Dancing With A Stranger (with Normani)","Sam Smith",810941,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
151,Ransom,"Lil Tecca",809669,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
152,"ocean eyes","Billie Eilish",809333,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
153,"Alone, Pt. II","Alan Walker",808338,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
154,"Like That (feat. Gucci Mane)","Doja Cat",798824,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
155,"Whine Up","Nicky Jam",798216,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
156,"Heatin Up (feat. Gunna)","Lil Baby",797770,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk
157,"P FKN R","Bad Bunny",797178,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
158,"Black Swan",BTS,796289,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
159,"SICKO MODE","Travis Scott",794399,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
160,"Lights Up","Harry Styles",788973,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
161,Robbery,"Juice WRLD",787063,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
162,"You Better Move","Lil Uzi Vert",786463,https://open.spotify.com/track/6YAxCn4juTWn5hWl2hzHGw
163,"Good as Hell (feat. Ariana Grande)",Lizzo,784486,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
164,SAD!,XXXTENTACION,777928,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
165,"Money In The Grave (Drake ft. Rick Ross)",Drake,777634,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
166,Maniac,"Conan Gray",777349,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
167,"Jocelyn Flores",XXXTENTACION,777198,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
168,Perfect,"Ed Sheeran",774333,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
169,Dior,"Pop Smoke",773090,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
170,"No Judgement","Niall Horan",771781,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK
171,"Better Now","Post Malone",771298,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
172,goosebumps,"Travis Scott",770907,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
173,"Eastside (with Halsey & Khalid)","benny blanco",770570,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
174,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie",768936,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
175,"Young & Alive",Bazzi,765909,https://open.spotify.com/track/5RsKelNxucrDxgMbZ3vd3W
176,"I Like Me Better",Lauv,765612,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
177,"Ayy Macarena",Tyga,762722,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
178,Angst,Loredana,752298,https://open.spotify.com/track/3R3rQ7FbTJdsi5She10YvI
179,Girl,"Myke Towers",750731,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
180,"Sweet but Psycho","Ava Max",748450,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
181,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,746154,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
182,Definitivamente,"Daddy Yankee",743714,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
183,"thank u, next","Ariana Grande",743086,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
184,"Piece Of Your Heart",MEDUZA,741945,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
185,SKYBOX,Gunna,741087,https://open.spotify.com/track/7GwYENSg87oERcW0Wacd6m
186,"Boy With Luv (feat. Halsey)",BTS,739782,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
187,Rare,"Selena Gomez",739040,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
188,"All of Me","John Legend",737334,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
189,"Girls Like You (feat. Cardi B)","Maroon 5",737172,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
190,"I Fall Apart","Post Malone",736539,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
191,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",732568,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
192,"Higher Love",Kygo,729380,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
193,"Can We Kiss Forever?",Kina,726523,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
194,"Make You Mine",PUBLIC,726197,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
195,Aventura,Lunay,724971,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
196,I.F.L.Y.,Bazzi,724133,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
197,VIBEZ,DaBaby,721738,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
198,"i'm so tired...",Lauv,718281,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
199,PTSD,"G Herbo",712505,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
200,"If I Can't Have You","Shawn Mendes",711851,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
