,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"After Hours","The Weeknd",2319677,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
31,"death bed (coffee for your head) (feat. beabadoobee)",Powfu,2318218,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
32,"That Way","Lil Uzi Vert",2279317,https://open.spotify.com/track/5raTDhlbxFDnpn89bxArdH
33,"Pero Ya No","Bad Bunny",2278219,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
34,"bad guy","Billie Eilish",2210365,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
35,"You should be sad",Halsey,2118449,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
36,"Before You Go","Lewis Capaldi",2114257,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
37,Rojo,"J Balvin",2104817,https://open.spotify.com/track/4uziEsK1yiqdauKVDPsmVG
38,Señorita,"Shawn Mendes",2082430,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
39,Physical,"Dua Lipa",2009079,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
40,"Sigues Con El","Dimelo Flow",1987821,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
41,"My Oh My (feat. DaBaby)","Camila Cabello",1966986,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
42,"RITMO (Bad Boys For Life)","Black Eyed Peas",1922407,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
43,"Moral of the Story",Ashe,1878037,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
44,Morado,"J Balvin",1874389,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
45,Bichiyal,"Bad Bunny",1765703,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
46,"High Fashion (feat. Mustard)","Roddy Ricch",1714939,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
47,"Lose Control",MEDUZA,1705915,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
48,Soliá,"Bad Bunny",1697238,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
49,"A Tu Merced","Bad Bunny",1655676,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
50,"WHATS POPPIN","Jack Harlow",1597036,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
51,"Forever (feat. Post Malone & Clever)","Justin Bieber",1594854,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
52,"Hola - Remix",Dalex,1572419,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
53,"Ride It",Regard,1549127,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
54,René,Residente,1540681,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
55,"Está Cabrón Ser Yo","Bad Bunny",1529482,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
56,"To Die For","Sam Smith",1522810,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
57,Diosa,"Myke Towers",1521875,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
58,"I Don't Care (with Justin Bieber)","Ed Sheeran",1518191,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
59,25/8,"Bad Bunny",1502469,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
60,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1494108,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
61,"Que Malo","Bad Bunny",1428370,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
62,"hot girl bummer",blackbear,1418870,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
63,"La Zona","Bad Bunny",1412528,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
64,Keii,"Anuel AA",1408155,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
65,"What A Man Gotta Do","Jonas Brothers",1379695,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
66,"Hablamos Mañana","Bad Bunny",1365836,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
67,"10,000 Hours (with Justin Bieber)","Dan + Shay",1342945,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
68,"Una Vez","Bad Bunny",1330865,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
69,"lovely (with Khalid)","Billie Eilish",1324100,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
70,"What If I Told You That I Love You","Ali Gatie",1320776,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
71,Tattoo,"Rauw Alejandro",1316183,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
72,"CITY OF ANGELS",24kGoldn,1311028,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
73,Muévelo,"Nicky Jam",1296617,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
74,"Ballin' (with Roddy Ricch)",Mustard,1292447,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
75,"Beautiful People (feat. Khalid)","Ed Sheeran",1288949,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
76,ON,BTS,1273460,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
77,"HIGHEST IN THE ROOM","Travis Scott",1272923,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
78,"Know Your Worth",Khalid,1264298,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
79,<3,"Bad Bunny",1261633,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm
80,Shallow,"Lady Gaga",1254876,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
81,Suicidal,"YNW Melly",1253354,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
82,"when the party's over","Billie Eilish",1236789,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
83,"LA CANCIÓN","J Balvin",1221933,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
84,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1214650,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
85,"Lose You To Love Me","Selena Gomez",1214285,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
86,China,"Anuel AA",1183094,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
87,"Me Gusta",Shakira,1180858,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
88,"Lucid Dreams","Juice WRLD",1177272,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
89,Callaita,"Bad Bunny",1176833,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
90,BOP,DaBaby,1171976,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
91,"Heatin Up (feat. Gunna)","Lil Baby",1166884,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk
92,"Watermelon Sugar","Harry Styles",1157677,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
93,"No Me Conoce - Remix","Jhay Cortez",1157126,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
94,Woah,"Lil Baby",1153741,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
95,Fantasias,"Rauw Alejandro",1142556,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
96,"The Other Side (from Trolls World Tour)",SZA,1141038,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
97,"Feel Me","Selena Gomez",1135234,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
98,Supalonely,BENEE,1123073,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
99,Falling,"Harry Styles",1120159,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
100,"Never Seen the Rain","Tones And I",1111109,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
101,"Go Stupid","Polo G",1103416,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
102,"7 rings","Ariana Grande",1102971,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
103,"P FKN R","Bad Bunny",1092003,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
104,SUGAR,BROCKHAMPTON,1082172,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
105,"ON (Feat. Sia)",BTS,1067659,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
106,"It's You","Ali Gatie",1060971,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
107,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1022731,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
108,"Goodbyes (Feat. Young Thug)","Post Malone",1018194,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
109,Lalala,Y2K,999482,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
110,"Black Swan",BTS,992507,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
111,"OUT WEST (feat. Young Thug)",JACKBOYS,992447,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
112,"Puesto Pa' Guerrial","Bad Bunny",982419,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs
113,"No Idea","Don Toliver",981524,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
114,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,972906,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
115,Happier,Marshmello,967436,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
116,"How Do You Sleep?","Sam Smith",966577,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
117,Blanco,"J Balvin",965045,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
118,"rockstar (feat. 21 Savage)","Post Malone",955494,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
119,Believer,"Imagine Dragons",953119,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
120,Heartless,"The Weeknd",945542,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
121,"Old Town Road - Remix","Lil Nas X",942473,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
122,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie",937412,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
123,Bruises,"Lewis Capaldi",930661,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
124,Sucker,"Jonas Brothers",919148,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
125,Medusa,"Jhay Cortez",914349,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
126,"Without Me",Halsey,912691,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
127,Wow.,"Post Malone",899366,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
128,"Bohemian Rhapsody - 2011 Mix",Queen,896286,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
129,"Alone, Pt. II","Alan Walker",895883,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
130,"Say You Won't Let Go","James Arthur",889514,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
131,PTSD,"G Herbo",888542,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
132,"Shape of You","Ed Sheeran",884539,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
133,"Whine Up","Nicky Jam",875343,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
134,"Dancing With A Stranger (with Normani)","Sam Smith",861983,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
135,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,861621,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
136,Definitivamente,"Daddy Yankee",848386,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
137,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",847837,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
138,"Money In The Grave (Drake ft. Rick Ross)",Drake,847648,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
139,"Ayy Macarena",Tyga,847163,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
140,"Lights Up","Harry Styles",844531,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
141,"Get You The Moon (feat. Snøw)",Kina,841348,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
142,Ransom,"Lil Tecca",840277,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
143,"Good as Hell (feat. Ariana Grande)",Lizzo,838194,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
144,"ocean eyes","Billie Eilish",835601,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
145,Girl,"Myke Towers",823679,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
146,"SICKO MODE","Travis Scott",822808,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
147,Robbery,"Juice WRLD",820133,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
148,"Sum 2 Prove","Lil Baby",818432,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
149,"Futsal Shuffle 2020","Lil Uzi Vert",816029,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
150,Rare,"Selena Gomez",815872,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
151,"Boy With Luv (feat. Halsey)",BTS,815558,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
152,"Eastside (with Halsey & Khalid)","benny blanco",814570,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
153,"Modern Loneliness",Lauv,812068,https://open.spotify.com/track/7MZF7YLxOP2to9iblSulLc
154,Perfect,"Ed Sheeran",803157,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
155,SAD!,XXXTENTACION,801012,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
156,"I Like Me Better",Lauv,798255,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
157,Maniac,"Conan Gray",795788,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
158,goosebumps,"Travis Scott",793121,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
159,"Jocelyn Flores",XXXTENTACION,788525,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
160,"Piece Of Your Heart",MEDUZA,787892,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
161,July,"Noah Cyrus",785646,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
162,"Girls Like You (feat. Cardi B)","Maroon 5",783104,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
163,"Sweet but Psycho","Ava Max",776887,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
164,"thank u, next","Ariana Grande",774972,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
165,Aventura,Lunay,771560,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
166,"No Judgement","Niall Horan",769628,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK
167,VIBEZ,DaBaby,768019,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
168,Infeliz,Arcangel,765508,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
169,"Boss Bitch","Doja Cat",763926,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
170,"All of Me","John Legend",763493,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
171,"Higher Love",Kygo,760980,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
172,"Bellaquita - Remix",Dalex,760256,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
173,"Live Off My Closet (feat. Future)","Lil Baby",760058,https://open.spotify.com/track/6AyWdCtEn1DdxjnxPeojR2
174,"Adicto (with Anuel AA & Ozuna)",Tainy,752717,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
175,"Que Tire Pa Lante","Daddy Yankee",751573,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
176,"Better Now","Post Malone",751124,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
177,"You Need To Calm Down","Taylor Swift",746784,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
178,Starboy,"The Weeknd",746573,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
179,Dior,"Pop Smoke",746403,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
180,"Can We Kiss Forever?",Kina,745455,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
181,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,741159,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464
182,"Hate Me (with Juice WRLD)","Ellie Goulding",738091,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
183,Takeaway,"The Chainsmokers",737686,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
184,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,736755,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
185,"QUE PRETENDES","J Balvin",736066,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
186,"If I Can't Have You","Shawn Mendes",733662,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
187,I.F.L.Y.,Bazzi,731260,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
188,"me & ur ghost",blackbear,727790,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
189,Filter,BTS,726284,https://open.spotify.com/track/0ono6UCNVZ1XqOm6j78Blu
190,Youngblood,"5 Seconds of Summer",722797,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
191,"Old Me","5 Seconds of Summer",720745,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
192,"Never Really Over","Katy Perry",720217,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
193,"Trampoline (with ZAYN)",SHAED,720067,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
194,"Truth Hurts",Lizzo,718368,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
195,"Be Alright","Dean Lewis",717165,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
196,Quizas,"Rich Music LTD",715899,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
197,"bury a friend","Billie Eilish",715524,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
198,GOODMORNINGTOKYO!,"TOKYO’S REVENGE",714501,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
199,"The Less I Know The Better","Tame Impala",713711,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
200,"High Hopes","Panic! At The Disco",709674,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
