,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
149,"Lights Up","Harry Styles",745151,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
150,"Make You Mine",PUBLIC,743505,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
151,"XO Tour Llif3","Lil Uzi Vert",733381,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
152,"Can We Kiss Forever?",Kina,733320,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
153,"Good as Hell (feat. Ariana Grande)",Lizzo,731598,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
154,goosebumps,"Travis Scott",730859,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
155,"Que Malo","Bad Bunny",730539,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
156,Maniac,"Conan Gray",727413,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
157,"B.S. (feat. H.E.R.)","Jhené Aiko",725834,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
158,"Dancing With A Stranger (with Normani)","Sam Smith",725440,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
159,Heartless,"The Weeknd",722788,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
160,"The Other Side (from Trolls World Tour)",SZA,721061,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
161,Dior,"Pop Smoke",718738,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
162,"La Zona","Bad Bunny",718501,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
163,"Una Vez","Bad Bunny",717342,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
164,"Eastside (with Halsey & Khalid)","benny blanco",713978,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
165,"Money In The Grave (Drake ft. Rick Ross)",Drake,712303,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
166,Perfect,"Ed Sheeran",712168,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
167,"Lettre à une femme",Ninho,710576,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
168,"Better Now","Post Malone",708569,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
169,"I Like Me Better",Lauv,707712,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
170,"Sweet but Psycho","Ava Max",705900,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
171,"Hate Me (with Juice WRLD)","Ellie Goulding",704896,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
172,"All of Me","John Legend",694177,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
173,"The Take (feat. Chris Brown)","Tory Lanez",686342,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
174,"thank u, next","Ariana Grande",684528,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
175,"Let Me Down Slowly","Alec Benjamin",684348,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
176,"Whine Up","Nicky Jam",683362,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
177,"Piece Of Your Heart",MEDUZA,680049,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
178,"If I Can't Have You","Shawn Mendes",679890,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
179,Jangueo,"Alex Rose",675255,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
180,"Ayy Macarena",Tyga,674918,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
181,"Be Alright","Dean Lewis",674686,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
182,Takeaway,"The Chainsmokers",669738,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
183,Youngblood,"5 Seconds of Summer",669160,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
184,"3 Nights","Dominic Fike",667128,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
185,"Black Swan",BTS,666965,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
186,"Girls Like You (feat. Cardi B)","Maroon 5",665600,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
187,I.F.L.Y.,Bazzi,665078,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
188,"Modern Loneliness",Lauv,660394,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
189,VIBEZ,DaBaby,659961,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
190,"Higher Love",Kygo,658742,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
191,"Boy With Luv (feat. Halsey)",BTS,656456,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
192,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",649240,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
193,"High Hopes","Panic! At The Disco",649037,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
194,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,648120,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
195,"i'm so tired...",Lauv,646234,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
196,"bury a friend","Billie Eilish",645507,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
197,"I Fall Apart","Post Malone",644721,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
198,Starboy,"The Weeknd",643581,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
199,"Adicto (with Anuel AA & Ozuna)",Tainy,641726,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
200,"Who (feat. BTS)",Lauv,639592,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k
