,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,"Pero Ya No","Bad Bunny",1633978,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
47,"High Fashion (feat. Mustard)","Roddy Ricch",1616531,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
48,"Moral of the Story",Ashe,1614611,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
49,"WHATS POPPIN","Jack Harlow",1597354,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
50,"Hola - Remix",Dalex,1475495,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
51,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1471259,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
52,"Ride It",Regard,1443675,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
53,"I Love Me","Demi Lovato",1437160,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
54,Diosa,"Myke Towers",1419593,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
55,Tattoo,"Rauw Alejandro",1408908,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
56,"Lo Mein","Lil Uzi Vert",1389792,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
57,"I Don't Care (with Justin Bieber)","Ed Sheeran",1357865,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
58,"Lose Control",MEDUZA,1333766,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
59,"To Die For","Sam Smith",1330115,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
60,"lovely (with Khalid)","Billie Eilish",1321574,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
61,"hot girl bummer",blackbear,1312669,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
62,"Forever (feat. Post Malone & Clever)","Justin Bieber",1302110,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
63,"CITY OF ANGELS",24kGoldn,1289030,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
64,"10,000 Hours (with Justin Bieber)","Dan + Shay",1278039,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
65,"A Tu Merced","Bad Bunny",1262937,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
66,Keii,"Anuel AA",1262015,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
67,"What A Man Gotta Do","Jonas Brothers",1260870,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
68,Bichiyal,"Bad Bunny",1233332,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
69,"Silly Watch","Lil Uzi Vert",1217973,https://open.spotify.com/track/5egD7A5x9AHdVO2fMo3Wbo
70,"What If I Told You That I Love You","Ali Gatie",1196121,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
71,"Boss Bitch","Doja Cat",1172042,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
72,"HIGHEST IN THE ROOM","Travis Scott",1170708,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
73,"Beautiful People (feat. Khalid)","Ed Sheeran",1170042,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
74,"Lucid Dreams","Juice WRLD",1161247,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
75,Muévelo,"Nicky Jam",1159929,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
76,"when the party's over","Billie Eilish",1159704,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
77,25/8,"Bad Bunny",1154983,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
78,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1150192,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
79,"Ballin' (with Roddy Ricch)",Mustard,1148598,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
80,"Me Gusta",Shakira,1143775,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
81,Soliá,"Bad Bunny",1142944,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
82,"Know Your Worth",Khalid,1141848,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
83,Suicidal,"YNW Melly",1124753,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
84,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",1121429,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
85,Shallow,"Lady Gaga",1116534,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
86,"Está Cabrón Ser Yo","Bad Bunny",1094014,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
87,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",1090174,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
88,"Lose You To Love Me","Selena Gomez",1089035,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
89,"Hablamos Mañana","Bad Bunny",1085969,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
90,China,"Anuel AA",1079116,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
91,"rockstar (feat. 21 Savage)","Post Malone",1074547,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
92,"Never Seen the Rain","Tones And I",1067860,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
93,"LA CANCIÓN","J Balvin",1060722,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
94,BOP,DaBaby,1051196,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
95,"Watermelon Sugar","Harry Styles",1051023,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
96,"Lettre à une femme",Ninho,1046778,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
97,"7 rings","Ariana Grande",1030362,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
98,"Goodbyes (Feat. Young Thug)","Post Malone",1027749,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
99,Callaita,"Bad Bunny",1009207,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
100,WANNABE,ITZY,1005848,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
101,"Que Malo","Bad Bunny",999046,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
102,"It's You","Ali Gatie",991991,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
103,ON,BTS,989835,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
104,Homecoming,"Lil Uzi Vert",988413,https://open.spotify.com/track/6vxU64pcIuQ38O015Zy4qj
105,"La Zona","Bad Bunny",985374,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
106,Falling,"Harry Styles",980641,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
107,SUGAR,BROCKHAMPTON,980308,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
108,Fantasias,"Rauw Alejandro",979092,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
109,"Go Stupid","Polo G",976987,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
110,Prices,"Lil Uzi Vert",973909,https://open.spotify.com/track/4YcWzLSnGqLjSCycuSMHnn
111,Lalala,Y2K,972244,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
112,"Feel Me","Selena Gomez",971819,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
113,"Una Vez","Bad Bunny",958322,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
114,"I'm Sorry","Lil Uzi Vert",954701,https://open.spotify.com/track/1xcOYJxDa5pObgxY1r0I9c
115,"No Me Conoce - Remix","Jhay Cortez",947794,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
116,Woah,"Lil Baby",944919,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
117,Believer,"Imagine Dragons",940881,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
118,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",934591,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
119,"No Idea","Don Toliver",926761,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
120,"OUT WEST (feat. Young Thug)",JACKBOYS,923336,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
121,Happier,Marshmello,920284,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
122,Wow.,"Post Malone",909452,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
123,Medusa,"Jhay Cortez",909081,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
124,"Se Me Olvidó","Christian Nodal",894415,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
125,"How Do You Sleep?","Sam Smith",891617,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
126,"Old Town Road - Remix","Lil Nas X",885203,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
127,Venetia,"Lil Uzi Vert",884190,https://open.spotify.com/track/3BYIzNZ3t9lRQCACXSMLrT
128,"Without Me",Halsey,866833,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
129,"The Other Side (from Trolls World Tour)",SZA,866113,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
130,<3,"Bad Bunny",862046,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm
131,"XO Tour Llif3","Lil Uzi Vert",859291,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
132,Bruises,"Lewis Capaldi",853926,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
133,Sucker,"Jonas Brothers",853825,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
134,"Celebration Station","Lil Uzi Vert",849972,https://open.spotify.com/track/25B5fGr9K0VdZJiRFsnMO4
135,"Say You Won't Let Go","James Arthur",837194,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
136,"Bohemian Rhapsody - 2011 Mix",Queen,836840,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
137,"Shape of You","Ed Sheeran",836573,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
138,Blanco,"J Balvin",835295,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
139,"Get You The Moon (feat. Snøw)",Kina,819287,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
140,Heartless,"The Weeknd",818107,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
141,July,"Noah Cyrus",817260,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
142,"SICKO MODE","Travis Scott",812749,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
143,Ransom,"Lil Tecca",812237,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
144,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,811908,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
145,"Like That (feat. Gucci Mane)","Doja Cat",808085,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
146,"Bigger Than Life","Lil Uzi Vert",807318,https://open.spotify.com/track/2oHDJHNondITqbl8xZ9vPn
147,René,Residente,806245,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
148,"ON (Feat. Sia)",BTS,798825,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
149,"Who (feat. BTS)",Lauv,795601,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k
150,"Modern Loneliness",Lauv,795447,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
151,SAD!,XXXTENTACION,792432,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
152,"Whine Up","Nicky Jam",792226,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
153,Robbery,"Juice WRLD",789368,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
154,"Dancing With A Stranger (with Normani)","Sam Smith",787749,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
155,"ocean eyes","Billie Eilish",785501,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
156,"Jocelyn Flores",XXXTENTACION,777855,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
157,"Alone, Pt. II","Alan Walker",777564,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
158,Dior,"Pop Smoke",772763,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
159,"P FKN R","Bad Bunny",766551,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
160,"Black Swan",BTS,765160,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
161,"Money In The Grave (Drake ft. Rick Ross)",Drake,765083,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
162,goosebumps,"Travis Scott",763771,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
163,Maniac,"Conan Gray",761046,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
164,"No Judgement","Niall Horan",760586,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK
165,"Better Now","Post Malone",759217,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
166,Girl,"Myke Towers",758502,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
167,"Lights Up","Harry Styles",758191,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
168,Perfect,"Ed Sheeran",755065,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
169,"B.S. (feat. H.E.R.)","Jhené Aiko",755054,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
170,"Heatin Up (feat. Gunna)","Lil Baby",753974,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk
171,"Eastside (with Halsey & Khalid)","benny blanco",753150,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
172,"Ayy Macarena",Tyga,752761,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
173,"Young & Alive",Bazzi,751032,https://open.spotify.com/track/5RsKelNxucrDxgMbZ3vd3W
174,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie",750942,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
175,SKYBOX,Gunna,746568,https://open.spotify.com/track/7GwYENSg87oERcW0Wacd6m
176,"Good as Hell (feat. Ariana Grande)",Lizzo,744592,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
177,"I Like Me Better",Lauv,743592,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
178,Definitivamente,"Daddy Yankee",741524,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
179,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,736768,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
180,"Fantasias - Remix","Rauw Alejandro",731564,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
181,"Sweet but Psycho","Ava Max",728652,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
182,Aventura,Lunay,728401,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
183,"Boy With Luv (feat. Halsey)",BTS,725019,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
184,"thank u, next","Ariana Grande",724067,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
185,"Piece Of Your Heart",MEDUZA,723645,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
186,"Adicto (with Anuel AA & Ozuna)",Tainy,723463,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
187,"Girls Like You (feat. Cardi B)","Maroon 5",723234,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
188,"Make You Mine",PUBLIC,719653,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
189,"All of Me","John Legend",719566,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
190,POP,"Lil Uzi Vert",719202,https://open.spotify.com/track/1jDbQz6tr52WgScCTXMnaN
191,"Can We Kiss Forever?",Kina,716359,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
192,Jangueo,"Alex Rose",715373,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
193,"I Fall Apart","Post Malone",714171,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
194,"i'm so tired...",Lauv,712642,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
195,I.F.L.Y.,Bazzi,712369,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
196,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",711821,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
197,VIBEZ,DaBaby,709274,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
198,PTSD,"G Herbo",707748,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
199,Rare,"Selena Gomez",701651,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
200,"The Less I Know The Better","Tame Impala",696446,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
