,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
189,"Let Me Down Slowly","Alec Benjamin",660780,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
190,"If I Can't Have You","Shawn Mendes",659956,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
191,Youngblood,"5 Seconds of Summer",657250,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
192,"Boy With Luv (feat. Halsey)",BTS,654849,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
193,Takeaway,"The Chainsmokers",654572,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
194,"Girls Like You (feat. Cardi B)","Maroon 5",651494,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
195,"I'm Sorry","Lil Uzi Vert",650845,https://open.spotify.com/track/1xcOYJxDa5pObgxY1r0I9c
196,"I Fall Apart","Post Malone",648017,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
197,"Bad Girls, Good Vibes",Ufo361,646318,https://open.spotify.com/track/7IxGslFZA5QhgXbUsDmcjf
198,"3 Nights","Dominic Fike",645251,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
199,"bury a friend","Billie Eilish",644617,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
200,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,644446,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
