,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
68,"Lucid Dreams","Juice WRLD",1106383,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
69,"Moral of the Story",Ashe,1097400,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
70,Salt,"Ava Max",1076908,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
71,"Like That (feat. Gucci Mane)","Doja Cat",1076162,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
72,"Know Your Worth",Khalid,1066119,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
73,Heartless,"The Weeknd",1065810,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
74,"Beautiful People (feat. Khalid)","Ed Sheeran",1042043,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
75,"when the party's over","Billie Eilish",1027323,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
76,P2,"Lil Uzi Vert",1020303,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
77,"Hola - Remix",Dalex,1018878,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
78,"Stupid Love","Lady Gaga",1018404,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
79,"Ballin' (with Roddy Ricch)",Mustard,1017524,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
80,"HIGHEST IN THE ROOM","Travis Scott",1010077,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
81,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",994057,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
82,Shallow,"Lady Gaga",980403,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
83,"In Your Eyes (feat. Alida)","Robin Schulz",970837,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
84,Favorito,Camilo,947395,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5
85,"What A Man Gotta Do","Jonas Brothers",942944,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
86,"Forever (feat. Post Malone & Clever)","Justin Bieber",934184,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
87,"No Time To Die","Billie Eilish",931332,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
88,Lalala,Y2K,919060,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
89,Myron,"Lil Uzi Vert",909113,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
90,Falling,"Harry Styles",908794,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
91,"What If I Told You That I Love You","Ali Gatie",907210,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
92,Selfish,"Madison Beer",903183,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
93,"That Way - Bonus Track","Lil Uzi Vert",902770,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
94,Believer,"Imagine Dragons",902249,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,"It's You","Ali Gatie",896487,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
96,"7 rings","Ariana Grande",894605,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
97,"rockstar (feat. 21 Savage)","Post Malone",892328,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
98,"Watermelon Sugar","Harry Styles",890801,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
99,"Lose You To Love Me","Selena Gomez",879967,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
100,"I'll Wait",Kygo,865396,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
101,"Save Your Tears","The Weeknd",862129,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
102,Keii,"Anuel AA",856546,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
103,Happier,Marshmello,855065,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
104,BOP,DaBaby,851833,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
105,China,"Anuel AA",850696,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
106,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",849949,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
107,"Never Seen the Rain","Tones And I",843024,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
108,"Get You The Moon (feat. Snøw)",Kina,839861,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
109,Ransom,"Lil Tecca",837450,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
110,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",836213,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
111,"OUT WEST (feat. Young Thug)",JACKBOYS,835427,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
112,SAD!,XXXTENTACION,833724,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
113,"Goodbyes (Feat. Young Thug)","Post Malone",824241,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
114,"Jocelyn Flores",XXXTENTACION,822164,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
115,"Without Me",Halsey,818514,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
116,Suicidal,"YNW Melly",811239,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
117,"Bohemian Rhapsody - 2011 Mix",Queen,807629,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
118,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",803561,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
119,"Shape of You","Ed Sheeran",798780,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
120,"No Idea","Don Toliver",798670,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
121,"Me Gusta",Shakira,798437,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
122,"Money In The Grave (Drake ft. Rick Ross)",Drake,796439,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
123,Bruises,"Lewis Capaldi",795342,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
124,Maniac,"Conan Gray",793703,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
125,"Old Town Road - Remix","Lil Nas X",792871,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
126,Muévelo,"Nicky Jam",791512,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
127,Azul,"J Balvin",789822,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
128,"LA CANCIÓN","J Balvin",787634,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
129,"I Love Me","Demi Lovato",786838,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
130,"Kings & Queens","Ava Max",784388,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
131,"Make You Mine",PUBLIC,781713,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
132,"Say You Won't Let Go","James Arthur",778618,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
133,Sucker,"Jonas Brothers",765471,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
134,Fantasias,"Rauw Alejandro",755191,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
135,"Higher Love",Kygo,754465,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
136,Blanco,"J Balvin",749439,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
137,"Can We Kiss Forever?",Kina,749070,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
138,PTSD,"G Herbo",748811,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
139,SUGAR,BROCKHAMPTON,748745,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
140,Perfect,"Ed Sheeran",748032,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
141,Follow,"KAROL G",743358,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
142,"A Tu Merced","Bad Bunny",742361,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
143,PORFA,Feid,739500,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
144,"No Me Conoce - Remix","Jhay Cortez",738525,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
145,Wow.,"Post Malone",735780,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
146,"Piece Of Your Heart",MEDUZA,731742,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
147,"Eastside (with Halsey & Khalid)","benny blanco",726571,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
148,"Sweet but Psycho","Ava Max",724802,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
149,Callaita,"Bad Bunny",722304,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
150,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,717557,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
151,goosebumps,"Travis Scott",716552,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
152,July,"Noah Cyrus",714517,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
153,Robbery,"Juice WRLD",711370,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
154,"Go Stupid","Polo G",710771,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
155,Jangueo,"Alex Rose",709816,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
156,"Fantasias - Remix","Rauw Alejandro",708916,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
157,"ocean eyes","Billie Eilish",707583,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
158,"How Do You Sleep?","Sam Smith",706785,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
159,Dior,"Pop Smoke",705174,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
160,"SICKO MODE","Travis Scott",704562,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
161,"Dancing With A Stranger (with Normani)","Sam Smith",701717,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
162,"To Die For","Sam Smith",698389,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
163,"The Less I Know The Better","Tame Impala",692972,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
164,"Alone, Pt. II","Alan Walker",687675,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
165,"The Take (feat. Chris Brown)","Tory Lanez",685793,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
166,Moonlight,XXXTENTACION,684886,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
167,Takeaway,"The Chainsmokers",680707,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
168,"Be Alright","Dean Lewis",677825,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
169,"3 Nights","Dominic Fike",677800,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
170,"Lights Up","Harry Styles",677423,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
171,WANNABE,ITZY,675305,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
172,Youngblood,"5 Seconds of Summer",673478,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
173,"Let Me Down Slowly","Alec Benjamin",673122,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
174,"God's Plan",Drake,670417,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
175,"I Like Me Better",Lauv,668006,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
176,Levitating,"Dua Lipa",666455,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
177,"All of Me","John Legend",664580,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
178,"If I Can't Have You","Shawn Mendes",661610,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
179,"Pero Ya No","Bad Bunny",655572,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
180,"Girls Like You (feat. Cardi B)","Maroon 5",655280,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
181,"Better Now","Post Malone",653303,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
182,"thank u, next","Ariana Grande",652534,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
183,"Something Just Like This","The Chainsmokers",651038,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
184,"Hate Me (with Juice WRLD)","Ellie Goulding",650726,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
185,"High Hopes","Panic! At The Disco",649702,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
186,Astronomia,Vicetone,640576,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
187,"Good as Hell (feat. Ariana Grande)",Lizzo,639304,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
188,"La Cama - Remix",Lunay,639295,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
189,"Old Me","5 Seconds of Summer",637315,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
190,2002,Anne-Marie,626445,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
191,"Post Malone (feat. RANI)","Sam Feldt",622716,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
192,Starboy,"The Weeknd",619880,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
193,changes,XXXTENTACION,619334,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
194,"Heart On Ice","Rod Wave",618837,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
195,Woah,"Lil Baby",616187,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
196,I.F.L.Y.,Bazzi,614843,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
197,"XO Tour Llif3","Lil Uzi Vert",613988,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
198,Thunder,"Imagine Dragons",610396,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
199,Hallucinate,"Dua Lipa",609197,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg
200,"Hardest To Love","The Weeknd",608940,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
