,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"Life Is Good (feat. Drake)",Future,1881706,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
31,"bad guy","Billie Eilish",1851649,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
32,"La Difícil","Bad Bunny",1833837,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
33,"Godzilla (feat. Juice WRLD)",Eminem,1820813,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
34,"WHATS POPPIN","Jack Harlow",1792717,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
35,"Before You Go","Lewis Capaldi",1720735,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
36,"everything i wanted","Billie Eilish",1698043,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
37,"Si Veo a Tu Mamá","Bad Bunny",1696320,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
38,Señorita,"Shawn Mendes",1677828,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
39,Ignorantes,"Bad Bunny",1676228,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
40,"Turks (feat. Travis Scott)",NAV,1654443,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
41,"After Hours","The Weeknd",1633109,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
42,Amarillo,"J Balvin",1540381,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
43,Yummy,"Justin Bieber",1526903,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
44,Tattoo,"Rauw Alejandro",1480066,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
45,"Like It Is",Kygo,1440345,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
46,"Sigues Con El","Dimelo Flow",1440113,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
47,Morado,"J Balvin",1411130,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
48,"Ride It",Regard,1375969,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
49,"High Fashion (feat. Mustard)","Roddy Ricch",1343595,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
50,Skechers,DripReport,1320548,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
51,"RITMO (Bad Boys For Life)","Black Eyed Peas",1319140,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
52,"Lose Control",MEDUZA,1313836,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
53,"lovely (with Khalid)","Billie Eilish",1310093,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
54,"You should be sad",Halsey,1301349,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
55,Vete,"Bad Bunny",1262007,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
56,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1248051,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
57,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1246340,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
58,Diosa,"Myke Towers",1192660,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
59,"My Oh My (feat. DaBaby)","Camila Cabello",1191880,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
60,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1191175,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
61,Heartless,"The Weeknd",1186229,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
62,"La Santa","Bad Bunny",1176189,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
63,"hot girl bummer",blackbear,1176035,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
64,"I Don't Care (with Justin Bieber)","Ed Sheeran",1169293,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
65,"Breaking Me",Topic,1157609,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
66,"CITY OF ANGELS",24kGoldn,1133806,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
67,"Moral of the Story",Ashe,1103507,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
68,"I'll Wait",Kygo,1085685,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
69,"Lucid Dreams","Juice WRLD",1075985,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
70,"10,000 Hours (with Justin Bieber)","Dan + Shay",1067458,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
71,"Stupid Love","Lady Gaga",1055731,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
72,"Beautiful People (feat. Khalid)","Ed Sheeran",1054106,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
73,"Hola - Remix",Dalex,1050536,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
74,P2,"Lil Uzi Vert",1040035,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
75,Salt,"Ava Max",1039678,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
76,"Like That (feat. Gucci Mane)","Doja Cat",1030094,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
77,Shallow,"Lady Gaga",1029683,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
78,"ily (i love you baby) (feat. Emilee)","Surf Mesa",1010863,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
79,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1002860,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
80,"Know Your Worth",Khalid,1002355,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
81,"when the party's over","Billie Eilish",993770,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
82,"Ain't No Sunshine","Bill Withers",989644,https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt
83,"In Your Eyes (feat. Alida)","Robin Schulz",978310,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
84,"HIGHEST IN THE ROOM","Travis Scott",959313,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
85,"That Way - Bonus Track","Lil Uzi Vert",951306,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
86,"No Time To Die","Billie Eilish",948001,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
87,"Forever (feat. Post Malone & Clever)","Justin Bieber",939589,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
88,"What A Man Gotta Do","Jonas Brothers",935647,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
89,Lalala,Y2K,924999,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
90,"Ballin' (with Roddy Ricch)",Mustard,919419,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
91,"Save Your Tears","The Weeknd",908231,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
92,Keii,"Anuel AA",907953,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
93,"What If I Told You That I Love You","Ali Gatie",906407,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
94,Believer,"Imagine Dragons",892798,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,"rockstar (feat. 21 Savage)","Post Malone",883989,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
96,"Never Seen the Rain","Tones And I",881024,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
97,China,"Anuel AA",878110,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
98,"Bohemian Rhapsody - 2011 Mix",Queen,875139,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
99,"It's You","Ali Gatie",874749,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
100,"7 rings","Ariana Grande",873363,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
101,"Watermelon Sugar","Harry Styles",855707,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
102,"Lovely Day","Bill Withers",853553,https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh
103,BOP,DaBaby,845972,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
104,Happier,Marshmello,844889,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
105,"Me Gusta",Shakira,839379,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
106,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",837861,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
107,Falling,"Harry Styles",836690,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
108,Muévelo,"Nicky Jam",832988,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
109,"Lose You To Love Me","Selena Gomez",832545,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
110,Azul,"J Balvin",825421,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
111,"Old Town Road - Remix","Lil Nas X",824247,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
112,"LA CANCIÓN","J Balvin",818889,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
113,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",818449,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
114,Ransom,"Lil Tecca",818261,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
115,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",815840,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
116,"Goodbyes (Feat. Young Thug)","Post Malone",814099,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
117,"OUT WEST (feat. Young Thug)",JACKBOYS,813899,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
118,"Shape of You","Ed Sheeran",811891,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
119,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",807255,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
120,Suicidal,"YNW Melly",806633,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
121,Selfish,"Madison Beer",806419,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
122,SAD!,XXXTENTACION,806386,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
123,"No Idea","Don Toliver",802196,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
124,"Get You The Moon (feat. Snøw)",Kina,798611,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
125,Follow,"KAROL G",791581,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
126,"Jocelyn Flores",XXXTENTACION,789287,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
127,Fantasias,"Rauw Alejandro",788614,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
128,Levitating,"Dua Lipa",788134,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
129,Blanco,"J Balvin",785193,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
130,Bruises,"Lewis Capaldi",778167,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
131,"No Me Conoce - Remix","Jhay Cortez",772243,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
132,"Without Me",Halsey,766644,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
133,"Higher Love",Kygo,764579,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
134,"I Love Me","Demi Lovato",762011,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
135,"A Tu Merced","Bad Bunny",760675,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
136,Callaita,"Bad Bunny",760418,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
137,Maniac,"Conan Gray",758461,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
138,Perfect,"Ed Sheeran",750242,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
139,"Say You Won't Let Go","James Arthur",748386,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
140,Hallucinate,"Dua Lipa",746239,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg
141,"Lean on Me","Bill Withers",740049,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2
142,"Make You Mine",PUBLIC,734897,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
143,"Money In The Grave (Drake ft. Rick Ross)",Drake,732287,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
144,"Go Stupid","Polo G",730451,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
145,Sucker,"Jonas Brothers",729522,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
146,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",726702,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
147,"Fantasias - Remix","Rauw Alejandro",726202,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
148,Wow.,"Post Malone",722543,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
149,SUGAR,BROCKHAMPTON,720330,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
150,Jangueo,"Alex Rose",718580,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
151,"Sweet but Psycho","Ava Max",714940,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
152,"Who Needs Love","Tory Lanez",711342,https://open.spotify.com/track/2ShvTyfnjRWVjNB6vmu5Bb
153,"Piece Of Your Heart",MEDUZA,708590,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
154,"Dear April (Side A - Acoustic)","Frank Ocean",707970,https://open.spotify.com/track/62ljuuXo0zrcrtJnnOhfxT
155,PTSD,"G Herbo",705829,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
156,"Kings & Queens","Ava Max",704716,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
157,"Alone, Pt. II","Alan Walker",704666,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
158,"To Die For","Sam Smith",703064,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
159,"Can We Kiss Forever?",Kina,702109,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
160,Robbery,"Juice WRLD",700489,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
161,Dior,"Pop Smoke",695960,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
162,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,695021,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
163,BRABA,"Luísa Sonza",690071,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
164,"Pero Ya No","Bad Bunny",689802,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
165,"How Do You Sleep?","Sam Smith",688385,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
166,WANNABE,ITZY,685548,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
167,July,"Noah Cyrus",683894,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
168,goosebumps,"Travis Scott",683106,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
169,"Old Me","5 Seconds of Summer",680434,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
170,Myron,"Lil Uzi Vert",679820,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
171,"SICKO MODE","Travis Scott",675459,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
172,"The Take (feat. Chris Brown)","Tory Lanez",673147,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
173,"Dancing With A Stranger (with Normani)","Sam Smith",673088,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
174,Moonlight,XXXTENTACION,669028,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
175,"Hardest To Love","The Weeknd",668859,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
176,"Eastside (with Halsey & Khalid)","benny blanco",668513,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
177,"Pretty Please","Dua Lipa",667517,https://open.spotify.com/track/6DXZiYUbrYgrVIhfX3U9Z2
178,"ocean eyes","Billie Eilish",666737,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
179,"All of Me","John Legend",659925,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
180,"The Less I Know The Better","Tame Impala",658351,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
181,"3 Nights","Dominic Fike",657806,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
182,"Something Just Like This","The Chainsmokers",651113,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
183,"Girls Like You (feat. Cardi B)","Maroon 5",650051,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
184,"Future Nostalgia","Dua Lipa",648883,https://open.spotify.com/track/6zrJLhslleCHby0wbUnvVy
185,"La Cama - Remix",Lunay,645116,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
186,PORFA,Feid,644575,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
187,"Let Me Down Slowly","Alec Benjamin",644538,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
188,"Lights Up","Harry Styles",642925,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
189,Tycoon,Future,641635,https://open.spotify.com/track/1c9hQ4jqgVP10plon2B259
190,"Good as Hell (feat. Ariana Grande)",Lizzo,639768,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
191,"Be Alright","Dean Lewis",636680,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
192,"Love Again","Dua Lipa",634989,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
193,Woah,"Lil Baby",634801,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
194,"High Hopes","Panic! At The Disco",634628,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
195,Takeaway,"The Chainsmokers",634238,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
196,"Don't Stop Me Now - 2011 Mix",Queen,633245,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
197,"Every Breath You Take","The Police",633205,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
198,"Better Now","Post Malone",632461,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
199,Cool,"Dua Lipa",632316,https://open.spotify.com/track/2nMOodYNHBAQ3Kc1QNimZU
200,Youngblood,"5 Seconds of Summer",632182,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
