,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
51,Favorito,Camilo,1348490,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5
52,"FIND MY WAY",DaBaby,1348103,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
53,"Breaking Me",Topic,1319667,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
54,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1288897,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
55,"Turks (feat. Travis Scott)",NAV,1282766,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
56,"RITMO (Bad Boys For Life)","Black Eyed Peas",1275744,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
57,"Sigues Con El","Dimelo Flow",1274360,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
58,"High Fashion (feat. Mustard)","Roddy Ricch",1261044,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
59,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1251419,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
60,"lovely (with Khalid)","Billie Eilish",1242248,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
61,Morado,"J Balvin",1227629,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
62,"You should be sad",Halsey,1199780,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
63,"I Don't Care (with Justin Bieber)","Ed Sheeran",1188842,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
64,"CITY OF ANGELS",24kGoldn,1148033,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
65,"hot girl bummer",blackbear,1143901,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
66,Diosa,"Myke Towers",1136269,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
67,"My Oh My (feat. DaBaby)","Camila Cabello",1096898,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
68,Salt,"Ava Max",1087502,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
69,"Stupid Again","Tory Lanez",1083700,https://open.spotify.com/track/1fPnUpoXCpD2NDI4vPVeLw
70,Vete,"Bad Bunny",1072392,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
71,"Lucid Dreams","Juice WRLD",1070518,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
72,"Beautiful People (feat. Khalid)","Ed Sheeran",1066284,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
73,"Know Your Worth",Khalid,1062222,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
74,"10,000 Hours (with Justin Bieber)","Dan + Shay",1033175,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
75,Shallow,"Lady Gaga",1027347,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
76,"La Santa","Bad Bunny",1025068,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
77,"Like That (feat. Gucci Mane)","Doja Cat",1015507,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
78,"Ballin' (with Roddy Ricch)",Mustard,1014785,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
79,"Hola - Remix",Dalex,992241,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
80,"Moral of the Story",Ashe,992117,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
81,"In Your Eyes (feat. Alida)","Robin Schulz",988828,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
82,"Stupid Love","Lady Gaga",987359,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
83,"HIGHEST IN THE ROOM","Travis Scott",977373,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
84,P2,"Lil Uzi Vert",963930,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
85,"when the party's over","Billie Eilish",960771,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
86,"What A Man Gotta Do","Jonas Brothers",953267,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
87,Heartless,"The Weeknd",952307,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
88,PORFA,Feid,938976,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
89,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",924467,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
90,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",901278,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
91,"Lose You To Love Me","Selena Gomez",893329,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
92,Lalala,Y2K,890880,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
93,"Broke In A Minute","Tory Lanez",888532,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
94,Believer,"Imagine Dragons",887489,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
95,Selfish,"Madison Beer",877896,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
96,"Bohemian Rhapsody - 2011 Mix",Queen,875467,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
97,"rockstar (feat. 21 Savage)","Post Malone",871701,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
98,"7 rings","Ariana Grande",867377,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
99,Myron,"Lil Uzi Vert",865561,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
100,"Never Seen the Rain","Tones And I",854263,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
101,"No Time To Die","Billie Eilish",851439,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
102,"What If I Told You That I Love You","Ali Gatie",849223,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
103,Falling,"Harry Styles",848055,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
104,"Watermelon Sugar","Harry Styles",847755,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
105,China,"Anuel AA",846961,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
106,Happier,Marshmello,843297,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
107,"That Way - Bonus Track","Lil Uzi Vert",839335,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
108,"Shotz Fired","Bonez MC",836104,https://open.spotify.com/track/0dy5NFDnx5fuZvE8ZXEX35
109,Ransom,"Lil Tecca",821716,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
110,"Old Town Road - Remix","Lil Nas X",821391,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
111,BOP,DaBaby,818350,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
112,"It's You","Ali Gatie",817294,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
113,"Shape of You","Ed Sheeran",817239,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
114,"Goodbyes (Feat. Young Thug)","Post Malone",810403,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
115,Keii,"Anuel AA",809827,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
116,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",807634,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
117,SAD!,XXXTENTACION,806613,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
118,"Higher Love",Kygo,805516,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
119,"OUT WEST (feat. Young Thug)",JACKBOYS,798310,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
120,"I'll Wait",Kygo,794142,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
121,"Save Your Tears","The Weeknd",792609,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
122,"Jocelyn Flores",XXXTENTACION,788778,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
123,Muévelo,"Nicky Jam",780643,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
124,BaeBae,Samra,778555,https://open.spotify.com/track/1yYBOIXO2H9LDqEPui42GM
125,"Me Gusta",Shakira,775736,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
126,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",775617,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
127,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,775584,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
128,"Get You The Moon (feat. Snøw)",Kina,773871,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
129,"Without Me",Halsey,769738,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
130,"Piece Of Your Heart",MEDUZA,768316,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
131,Suicidal,"YNW Melly",768133,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
132,"No Idea","Don Toliver",764231,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
133,Perfect,"Ed Sheeran",761582,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
134,"Money In The Grave (Drake ft. Rick Ross)",Drake,760603,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
135,"LA CANCIÓN","J Balvin",759293,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
136,"Kings & Queens","Ava Max",756645,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
137,Bruises,"Lewis Capaldi",753946,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
138,Follow,"KAROL G",750789,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
139,Sucker,"Jonas Brothers",748227,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
140,"Say You Won't Let Go","James Arthur",744113,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
141,Azul,"J Balvin",739656,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
142,Fantasias,"Rauw Alejandro",739360,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
143,PTSD,"G Herbo",738232,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
144,"Sweet but Psycho","Ava Max",737529,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
145,Jangueo,"Alex Rose",737295,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
146,"No Me Conoce - Remix","Jhay Cortez",729416,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
147,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",726721,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
148,Wow.,"Post Malone",720047,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
149,Maniac,"Conan Gray",712504,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
150,"Make You Mine",PUBLIC,706072,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
151,SUGAR,BROCKHAMPTON,704161,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
152,Blanco,"J Balvin",702529,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
153,Callaita,"Bad Bunny",694327,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
154,goosebumps,"Travis Scott",693977,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
155,"3 Nights","Dominic Fike",693516,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
156,Astronomia,Vicetone,691892,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
157,"The Less I Know The Better","Tame Impala",689298,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
158,"SICKO MODE","Travis Scott",688156,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
159,"A Tu Merced","Bad Bunny",687823,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
160,"How Do You Sleep?","Sam Smith",686865,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
161,Dior,"Pop Smoke",684532,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
162,Robbery,"Juice WRLD",683067,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
163,"Fantasias - Remix","Rauw Alejandro",678724,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
164,"Can We Kiss Forever?",Kina,678086,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
165,"Eastside (with Halsey & Khalid)","benny blanco",672762,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
166,"The Take (feat. Chris Brown)","Tory Lanez",672626,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
167,"Brooklyn Bridge To Chorus","The Strokes",671214,https://open.spotify.com/track/2mDYYGaGd9uXKkK2YhDA3i
168,"Dancing With A Stranger (with Normani)","Sam Smith",667822,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
169,July,"Noah Cyrus",665566,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
170,"Alone, Pt. II","Alan Walker",662973,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
171,"All of Me","John Legend",660153,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
172,Moonlight,XXXTENTACION,660057,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
173,"High Hopes","Panic! At The Disco",658690,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
174,"The Adults Are Talking","The Strokes",658118,https://open.spotify.com/track/5ruzrDWcT0vuJIOMW7gMnW
175,"ocean eyes","Billie Eilish",657042,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
176,"Let Me Down Slowly","Alec Benjamin",655002,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
177,"Be Alright","Dean Lewis",654869,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
178,"Girls Like You (feat. Cardi B)","Maroon 5",653219,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
179,"God's Plan",Drake,652560,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
180,"To Die For","Sam Smith",650896,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
181,"Don't Stop Me Now - 2011 Mix",Queen,650184,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
182,"Don't Stop Believin'",Journey,649585,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
183,"Better Now","Post Malone",646400,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
184,"If I Can't Have You","Shawn Mendes",644565,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
185,"One Kiss (with Dua Lipa)","Calvin Harris",643503,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
186,"Sigues Con El - Remix",Arcangel,642191,https://open.spotify.com/track/4Pu0a2TuHOYtI4CCE3HEXI
187,"Lights Up","Harry Styles",640153,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
188,Youngblood,"5 Seconds of Summer",636312,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
189,Levitating,"Dua Lipa",635002,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
190,"Something Just Like This","The Chainsmokers",632313,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
191,"Another One Bites The Dust - Remastered 2011",Queen,631478,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
192,Africa,TOTO,628362,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
193,"Every Breath You Take","The Police",627243,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
194,"La Cama - Remix",Lunay,626448,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
195,BRABA,"Luísa Sonza",624938,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
196,Takeaway,"The Chainsmokers",624509,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
197,"Good as Hell (feat. Ariana Grande)",Lizzo,621505,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
198,"I Like Me Better",Lauv,621459,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
199,"Go Stupid","Polo G",618886,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
200,"Under Pressure - Remastered",Queen,618652,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
