,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,Savage,"Megan Thee Stallion",2419136,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
21,"Someone You Loved","Lewis Capaldi",2387404,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
22,Tusa,"KAROL G",2349686,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
23,Circles,"Post Malone",2262828,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
24,"Boss Bitch","Doja Cat",2148053,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
25,Rojo,"J Balvin",2052521,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
26,"Adore You","Harry Styles",2048306,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
27,Memories,"Maroon 5",1964705,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
28,"Life Is Good (feat. Drake)",Future,1913914,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
29,"WHATS POPPIN","Jack Harlow",1907857,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
30,"BELIEVE IT",PARTYNEXTDOOR,1883451,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
31,"Godzilla (feat. Juice WRLD)",Eminem,1813753,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
32,"bad guy","Billie Eilish",1810689,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
33,"Before You Go","Lewis Capaldi",1740771,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
34,"everything i wanted","Billie Eilish",1729893,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
35,"La Difícil","Bad Bunny",1709103,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
36,Señorita,"Shawn Mendes",1638930,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
37,"FIND MY WAY",DaBaby,1598192,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
38,Skechers,DripReport,1590596,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
39,Ignorantes,"Bad Bunny",1584756,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
40,"Si Veo a Tu Mamá","Bad Bunny",1582330,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
41,"After Hours","The Weeknd",1579044,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
42,Yummy,"Justin Bieber",1516029,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
43,Amarillo,"J Balvin",1499814,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
44,"Turks (feat. Travis Scott)",NAV,1494175,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
45,Tattoo,"Rauw Alejandro",1461108,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
46,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1453209,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
47,"Like It Is",Kygo,1418686,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
48,"Ride It",Regard,1396166,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
49,"High Fashion (feat. Mustard)","Roddy Ricch",1367319,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
50,"Sigues Con El","Dimelo Flow",1363306,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
51,"Lose Control",MEDUZA,1327682,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
52,"lovely (with Khalid)","Billie Eilish",1323391,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
53,Morado,"J Balvin",1311821,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1306381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
55,"You should be sad",Halsey,1270260,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
56,"RITMO (Bad Boys For Life)","Black Eyed Peas",1227853,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
57,"hot girl bummer",blackbear,1219946,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
58,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1194418,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
59,"My Oh My (feat. DaBaby)","Camila Cabello",1174426,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
60,"CITY OF ANGELS",24kGoldn,1161867,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
61,"I Don't Care (with Justin Bieber)","Ed Sheeran",1161158,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
62,Vete,"Bad Bunny",1159395,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
63,"Breaking Me",Topic,1159329,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
64,"ily (i love you baby) (feat. Emilee)","Surf Mesa",1155237,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
65,Diosa,"Myke Towers",1151835,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
66,"Moral of the Story",Ashe,1135446,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
67,"La Santa","Bad Bunny",1130994,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
68,"Lucid Dreams","Juice WRLD",1112475,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
69,"10,000 Hours (with Justin Bieber)","Dan + Shay",1111672,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
70,"Like That (feat. Gucci Mane)","Doja Cat",1087101,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
71,Heartless,"The Weeknd",1086831,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
72,"Know Your Worth",Khalid,1063832,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
73,Salt,"Ava Max",1050203,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
74,"Beautiful People (feat. Khalid)","Ed Sheeran",1049086,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
75,P2,"Lil Uzi Vert",1034597,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
76,"when the party's over","Billie Eilish",1034351,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
77,"Stupid Love","Lady Gaga",1023776,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
78,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1014577,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
79,"Hola - Remix",Dalex,1005739,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
80,"Ballin' (with Roddy Ricch)",Mustard,1003491,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
81,"HIGHEST IN THE ROOM","Travis Scott",991746,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
82,Shallow,"Lady Gaga",965936,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
83,"In Your Eyes (feat. Alida)","Robin Schulz",963300,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
84,"No Time To Die","Billie Eilish",942714,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
85,"Forever (feat. Post Malone & Clever)","Justin Bieber",941478,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
86,"What A Man Gotta Do","Jonas Brothers",934978,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
87,"That Way - Bonus Track","Lil Uzi Vert",934550,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
88,"What If I Told You That I Love You","Ali Gatie",933502,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
89,Myron,"Lil Uzi Vert",927450,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
90,"It's You","Ali Gatie",926449,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
91,Falling,"Harry Styles",923033,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
92,Lalala,Y2K,922078,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
93,"Watermelon Sugar","Harry Styles",895166,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
94,"7 rings","Ariana Grande",893385,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
95,Believer,"Imagine Dragons",893116,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
96,Selfish,"Madison Beer",891301,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
97,"rockstar (feat. 21 Savage)","Post Malone",887578,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
98,"I'll Wait",Kygo,884986,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
99,"Save Your Tears","The Weeknd",876938,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
100,"Lose You To Love Me","Selena Gomez",874295,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
101,Happier,Marshmello,858602,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
102,BOP,DaBaby,856790,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
103,Keii,"Anuel AA",846632,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
104,"Get You The Moon (feat. Snøw)",Kina,846587,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
105,Favorito,Camilo,845498,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5
106,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",843454,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
107,Ransom,"Lil Tecca",842649,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
108,China,"Anuel AA",840331,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
109,"OUT WEST (feat. Young Thug)",JACKBOYS,836124,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
110,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",835229,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
111,SAD!,XXXTENTACION,834590,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
112,"Never Seen the Rain","Tones And I",832813,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
113,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",826266,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
114,"Jocelyn Flores",XXXTENTACION,825791,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
115,Suicidal,"YNW Melly",822161,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
116,"Goodbyes (Feat. Young Thug)","Post Malone",821133,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
117,"Without Me",Halsey,815770,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
118,"No Idea","Don Toliver",807522,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
119,Maniac,"Conan Gray",801976,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
120,Bruises,"Lewis Capaldi",801498,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
121,"I Love Me","Demi Lovato",798768,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
122,"Bohemian Rhapsody - 2011 Mix",Queen,791544,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
123,"Shape of You","Ed Sheeran",790846,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
124,"Me Gusta",Shakira,789023,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
125,"Old Town Road - Remix","Lil Nas X",788038,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
126,"Money In The Grave (Drake ft. Rick Ross)",Drake,787334,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
127,"LA CANCIÓN","J Balvin",784929,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
128,Azul,"J Balvin",778471,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
129,Muévelo,"Nicky Jam",777637,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
130,"Make You Mine",PUBLIC,777260,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
131,"Say You Won't Let Go","James Arthur",776571,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
132,PTSD,"G Herbo",761933,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
133,Sucker,"Jonas Brothers",760500,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
134,SUGAR,BROCKHAMPTON,759282,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
135,"Can We Kiss Forever?",Kina,752663,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
136,Follow,"KAROL G",751224,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
137,Fantasias,"Rauw Alejandro",750832,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
138,"Kings & Queens","Ava Max",748940,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
139,Perfect,"Ed Sheeran",746315,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
140,Blanco,"J Balvin",740995,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
141,"A Tu Merced","Bad Bunny",740062,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
142,"Higher Love",Kygo,738339,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
143,Wow.,"Post Malone",735868,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
144,"No Me Conoce - Remix","Jhay Cortez",734288,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
145,PORFA,Feid,734150,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
146,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,723061,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
147,Robbery,"Juice WRLD",722350,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
148,"Go Stupid","Polo G",722130,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
149,July,"Noah Cyrus",721569,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
150,"Eastside (with Halsey & Khalid)","benny blanco",720862,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
151,Callaita,"Bad Bunny",718792,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
152,"ocean eyes","Billie Eilish",714513,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
153,"Piece Of Your Heart",MEDUZA,711463,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
154,"Sweet but Psycho","Ava Max",710272,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
155,"How Do You Sleep?","Sam Smith",710181,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
156,"To Die For","Sam Smith",709646,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
157,goosebumps,"Travis Scott",707239,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
158,Dior,"Pop Smoke",704316,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
159,Jangueo,"Alex Rose",701317,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
160,WANNABE,ITZY,701131,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
161,"Dancing With A Stranger (with Normani)","Sam Smith",699905,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
162,"Fantasias - Remix","Rauw Alejandro",696062,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
163,"SICKO MODE","Travis Scott",692114,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
164,"The Take (feat. Chris Brown)","Tory Lanez",690758,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
165,"Alone, Pt. II","Alan Walker",687266,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
166,Moonlight,XXXTENTACION,686433,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
167,"The Less I Know The Better","Tame Impala",684410,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
168,Levitating,"Dua Lipa",684194,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
169,"Lights Up","Harry Styles",680777,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
170,"Let Me Down Slowly","Alec Benjamin",672494,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
171,"Be Alright","Dean Lewis",672197,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
172,"All of Me","John Legend",669990,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
173,"If I Can't Have You","Shawn Mendes",667471,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
174,Takeaway,"The Chainsmokers",665798,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
175,Youngblood,"5 Seconds of Summer",664556,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
176,"I Like Me Better",Lauv,662962,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
177,"Hate Me (with Juice WRLD)","Ellie Goulding",661592,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
178,"Pero Ya No","Bad Bunny",661392,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
179,"3 Nights","Dominic Fike",658370,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
180,"God's Plan",Drake,655622,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
181,"Something Just Like This","The Chainsmokers",655239,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
182,"thank u, next","Ariana Grande",653823,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
183,"Girls Like You (feat. Cardi B)","Maroon 5",648274,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
184,"Better Now","Post Malone",646445,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
185,"High Hopes","Panic! At The Disco",643374,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
186,"Old Me","5 Seconds of Summer",643166,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
187,Woah,"Lil Baby",641789,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
188,"La Cama - Remix",Lunay,638398,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
189,"Heart On Ice","Rod Wave",638190,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
190,I.F.L.Y.,Bazzi,633058,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
191,2002,Anne-Marie,632182,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
192,Hallucinate,"Dua Lipa",626751,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg
193,"Good as Hell (feat. Ariana Grande)",Lizzo,626656,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
194,changes,XXXTENTACION,625071,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
195,"Hardest To Love","The Weeknd",622069,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
196,"Post Malone (feat. RANI)","Sam Feldt",619475,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
197,BRABA,"Luísa Sonza",618095,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
198,Astronomia,Vicetone,615326,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
199,"XO Tour Llif3","Lil Uzi Vert",611643,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
200,"Never Really Over","Katy Perry",609690,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
