,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
38,"WHATS POPPIN","Jack Harlow",1639563,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
39,P2,"Lil Uzi Vert",1620373,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
40,"After Hours","The Weeknd",1608513,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
41,"My Oh My (feat. DaBaby)","Camila Cabello",1602248,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
42,"You should be sad",Halsey,1587691,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
43,"Yo Perreo Sola","Bad Bunny",1562270,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
44,"RITMO (Bad Boys For Life)","Black Eyed Peas",1541770,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
45,"Moral of the Story",Ashe,1539447,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
46,Morado,"J Balvin",1514646,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
47,"High Fashion (feat. Mustard)","Roddy Ricch",1506487,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
48,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1427699,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
49,Diosa,"Myke Towers",1415027,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
50,Tattoo,"Rauw Alejandro",1414911,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
51,Myron,"Lil Uzi Vert",1393980,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
52,"Ride It",Regard,1365090,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
53,"lovely (with Khalid)","Billie Eilish",1343177,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
54,"CITY OF ANGELS",24kGoldn,1330433,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
55,"hot girl bummer",blackbear,1309590,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
56,"Lose Control",MEDUZA,1308024,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
57,"I Don't Care (with Justin Bieber)","Ed Sheeran",1304521,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
58,"Hola - Remix",Dalex,1255133,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
59,"10,000 Hours (with Justin Bieber)","Dan + Shay",1225813,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
60,"Lucid Dreams","Juice WRLD",1204607,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
61,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1199858,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
62,"Boss Bitch","Doja Cat",1198355,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
63,"What A Man Gotta Do","Jonas Brothers",1183943,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
64,"To Die For","Sam Smith",1171447,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
65,"Pero Ya No","Bad Bunny",1160254,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
66,"What If I Told You That I Love You","Ali Gatie",1155295,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
67,"Forever (feat. Post Malone & Clever)","Justin Bieber",1140061,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
68,"Beautiful People (feat. Khalid)","Ed Sheeran",1124061,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
69,"when the party's over","Billie Eilish",1109552,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
70,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1103230,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
71,"Know Your Worth",Khalid,1093072,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
72,"HIGHEST IN THE ROOM","Travis Scott",1078281,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
73,"Ballin' (with Roddy Ricch)",Mustard,1077236,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
74,Keii,"Anuel AA",1076956,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
75,"I Love Me","Demi Lovato",1074693,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
76,"Baby Pluto","Lil Uzi Vert",1059693,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
77,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",1059630,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
78,"Never Seen the Rain","Tones And I",1057710,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
79,"No Idea","Don Toliver",1041989,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
80,Shallow,"Lady Gaga",1010534,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
81,Muévelo,"Nicky Jam",1009209,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
82,"Watermelon Sugar","Harry Styles",1007445,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
83,"Me Gusta",Shakira,1007187,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
84,Suicidal,"YNW Melly",1005619,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
85,"Lose You To Love Me","Selena Gomez",1003126,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
86,"It's You","Ali Gatie",998178,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
87,"rockstar (feat. 21 Savage)","Post Malone",992473,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
88,Lalala,Y2K,989152,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
89,Falling,"Harry Styles",984091,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
90,China,"Anuel AA",981800,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
91,BOP,DaBaby,978383,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
92,"7 rings","Ariana Grande",974453,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
93,"A Tu Merced","Bad Bunny",971764,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
94,"Goodbyes (Feat. Young Thug)","Post Malone",971330,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
95,Happier,Marshmello,966533,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
96,Bichiyal,"Bad Bunny",954587,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
97,Believer,"Imagine Dragons",938280,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
98,WANNABE,ITZY,936839,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
99,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",929142,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
100,Skechers,DripReport,917739,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
101,Ransom,"Lil Tecca",916978,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
102,SUGAR,BROCKHAMPTON,912994,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
103,"Old Town Road - Remix","Lil Nas X",910818,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
104,"In Your Eyes (feat. Alida)","Robin Schulz",906228,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
105,"Go Stupid","Polo G",898853,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
106,"LA CANCIÓN","J Balvin",885916,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
107,"Lo Mein","Lil Uzi Vert",883219,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
108,"Like That (feat. Gucci Mane)","Doja Cat",878178,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
109,Callaita,"Bad Bunny",867995,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
110,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",857922,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
111,"Get You The Moon (feat. Snøw)",Kina,855793,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
112,Fantasias,"Rauw Alejandro",854341,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
113,"No Judgement","Niall Horan",846580,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G
114,Robbery,"Juice WRLD",845217,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
115,25/8,"Bad Bunny",841603,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
116,Bruises,"Lewis Capaldi",840421,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
117,"Feel Me","Selena Gomez",839840,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
118,SAD!,XXXTENTACION,835556,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
119,Sucker,"Jonas Brothers",834828,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
120,"OUT WEST (feat. Young Thug)",JACKBOYS,831315,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
121,Medusa,"Jhay Cortez",829196,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
122,"Without Me",Halsey,828296,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
123,Wow.,"Post Malone",827591,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
124,Woah,"Lil Baby",823852,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
125,"Jocelyn Flores",XXXTENTACION,820226,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
126,Soliá,"Bad Bunny",820155,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
127,"Say You Won't Let Go","James Arthur",816741,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
128,"No Me Conoce - Remix","Jhay Cortez",815656,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
129,"How Do You Sleep?","Sam Smith",810293,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
130,"Bohemian Rhapsody - 2011 Mix",Queen,806217,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
131,"SICKO MODE","Travis Scott",803170,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
132,ON,BTS,800929,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
133,July,"Noah Cyrus",799391,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
134,Moonlight,XXXTENTACION,797388,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
135,"Está Cabrón Ser Yo","Bad Bunny",795503,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
136,"Shape of You","Ed Sheeran",790010,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
137,"Fantasias - Remix","Rauw Alejandro",779206,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
138,Yessirskiii,"Lil Uzi Vert",778322,https://open.spotify.com/track/59JWp4PjZ9TRM8cmtaDYB1
139,"Hablamos Mañana","Bad Bunny",774031,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
140,"Bean (Kobe) [feat. Chief Keef]","Lil Uzi Vert",769236,https://open.spotify.com/track/0IpnZchq8ek2A6pGEP2Qb1
141,"Alone, Pt. II","Alan Walker",767036,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
142,"ocean eyes","Billie Eilish",762282,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
143,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,759403,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
144,Blanco,"J Balvin",758331,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
145,"Good as Hell (feat. Ariana Grande)",Lizzo,753833,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
146,"Lights Up","Harry Styles",751817,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
147,"Can We Kiss Forever?",Kina,751048,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
148,"Make You Mine",PUBLIC,750153,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
149,"The Less I Know The Better","Tame Impala",746705,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
150,"Se Me Olvidó","Christian Nodal",737394,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
151,"Money In The Grave (Drake ft. Rick Ross)",Drake,736630,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
152,Maniac,"Conan Gray",736149,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
153,goosebumps,"Travis Scott",733357,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
154,Cardigan,"Don Toliver",732571,https://open.spotify.com/track/0Li1OuXXfi7950ilZUFGkF
155,"Dancing With A Stranger (with Normani)","Sam Smith",730260,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
156,Heartless,"The Weeknd",729359,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
157,"Eastside (with Halsey & Khalid)","benny blanco",728574,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
158,"XO Tour Llif3","Lil Uzi Vert",726968,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
159,Dior,"Pop Smoke",724355,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
160,"Hate Me (with Juice WRLD)","Ellie Goulding",723146,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
161,"The Other Side (from Trolls World Tour)",SZA,721835,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
162,Perfect,"Ed Sheeran",721077,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
163,"Better Now","Post Malone",715151,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
164,"I Like Me Better",Lauv,715127,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
165,"Sweet but Psycho","Ava Max",715030,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
166,"Que Malo","Bad Bunny",711614,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1
167,"All of Me","John Legend",708096,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
168,"B.S. (feat. H.E.R.)","Jhené Aiko",707045,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
169,"Una Vez","Bad Bunny",705003,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
170,"La Zona","Bad Bunny",700446,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
171,"Silly Watch","Lil Uzi Vert",697691,https://open.spotify.com/track/5egD7A5x9AHdVO2fMo3Wbo
172,"Whine Up","Nicky Jam",697043,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
173,"The Take (feat. Chris Brown)","Tory Lanez",696928,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
174,"thank u, next","Ariana Grande",695230,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
175,Takeaway,"The Chainsmokers",690256,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
176,"Piece Of Your Heart",MEDUZA,690022,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
177,"If I Can't Have You","Shawn Mendes",689435,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
178,"Let Me Down Slowly","Alec Benjamin",686390,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
179,Jangueo,"Alex Rose",685554,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
180,"Higher Love",Kygo,683084,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
181,"3 Nights","Dominic Fike",682525,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
182,Youngblood,"5 Seconds of Summer",679719,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
183,"Be Alright","Dean Lewis",676029,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
184,"Girls Like You (feat. Cardi B)","Maroon 5",674141,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
185,"Ayy Macarena",Tyga,674019,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
186,"Lettre à une femme",Ninho,666576,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
187,I.F.L.Y.,Bazzi,663013,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
188,"High Hopes","Panic! At The Disco",658755,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
189,VIBEZ,DaBaby,656827,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
190,Starboy,"The Weeknd",656015,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
191,"Boy With Luv (feat. Halsey)",BTS,655746,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
192,"Black Swan",BTS,654926,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
193,Salt,"Ava Max",654179,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
194,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,653484,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
195,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",652727,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
196,"You Need To Calm Down","Taylor Swift",649428,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
197,"Modern Loneliness",Lauv,649407,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
198,2002,Anne-Marie,648793,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
199,"Adicto (with Anuel AA & Ozuna)",Tainy,648785,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
200,"Something Just Like This","The Chainsmokers",646674,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
