,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,"ily (i love you baby) (feat. Emilee)","Surf Mesa",1358721,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
47,Yummy,"Justin Bieber",1345071,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
48,"After Hours","The Weeknd",1313694,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
49,"Ride It",Regard,1288187,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
50,"Lose Control",MEDUZA,1281880,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
51,"lovely (with Khalid)","Billie Eilish",1277546,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
52,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1208197,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
53,"High Fashion (feat. Mustard)","Roddy Ricch",1203678,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1202263,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
55,Morado,"J Balvin",1156432,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
56,"FIND MY WAY",DaBaby,1154562,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
57,"Sigues Con El","Dimelo Flow",1138791,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
58,"Like It Is",Kygo,1133680,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
59,Diosa,"Myke Towers",1122215,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
60,"Turks (feat. Travis Scott)",NAV,1112347,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
61,"RITMO (Bad Boys For Life)","Black Eyed Peas",1109710,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
62,"hot girl bummer",blackbear,1086908,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
63,"Breaking Me",Topic,1086442,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
64,"CITY OF ANGELS",24kGoldn,1084730,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
65,"Lucid Dreams","Juice WRLD",1066491,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
66,"You should be sad",Halsey,1059303,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
67,"I Don't Care (with Justin Bieber)","Ed Sheeran",1053892,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
68,Vete,"Bad Bunny",1026873,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
69,"10,000 Hours (with Justin Bieber)","Dan + Shay",1019460,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
70,PORFA,Feid,1019377,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
71,"My Oh My (feat. DaBaby)","Camila Cabello",1018123,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
72,"Like That (feat. Gucci Mane)","Doja Cat",1017074,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
73,"Moral of the Story",Ashe,998289,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
74,"La Santa","Bad Bunny",985357,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
75,"when the party's over","Billie Eilish",976134,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
76,"Hola - Remix",Dalex,964009,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
77,"Ballin' (with Roddy Ricch)",Mustard,963400,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
78,"Know Your Worth",Khalid,952342,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
79,"Beautiful People (feat. Khalid)","Ed Sheeran",941529,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
80,P2,"Lil Uzi Vert",937355,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
81,"HIGHEST IN THE ROOM","Travis Scott",927299,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
82,Shallow,"Lady Gaga",911542,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
83,Salt,"Ava Max",910531,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
84,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",909322,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
85,Heartless,"The Weeknd",889233,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
86,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",882997,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
87,Selfish,"Madison Beer",875637,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
88,"Lose You To Love Me","Selena Gomez",868737,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
89,Believer,"Imagine Dragons",858537,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
90,Falling,"Harry Styles",856373,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
91,Lalala,Y2K,849386,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
92,"It's You","Ali Gatie",844212,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
93,"7 rings","Ariana Grande",838473,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
94,"What If I Told You That I Love You","Ali Gatie",831801,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
95,"Stupid Love","Lady Gaga",831790,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
96,"rockstar (feat. 21 Savage)","Post Malone",822376,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
97,Myron,"Lil Uzi Vert",818896,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
98,"Get You The Moon (feat. Snøw)",Kina,814949,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
99,"Jocelyn Flores",XXXTENTACION,814914,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
100,SAD!,XXXTENTACION,814569,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
101,"What A Man Gotta Do","Jonas Brothers",809584,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
102,Ransom,"Lil Tecca",808790,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
103,"Watermelon Sugar","Harry Styles",808186,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
104,Happier,Marshmello,806921,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
105,"In Your Eyes (feat. Alida)","Robin Schulz",806044,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
106,"That Way - Bonus Track","Lil Uzi Vert",804055,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
107,"No Time To Die","Billie Eilish",797640,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
108,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",796206,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
109,BOP,DaBaby,772054,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
110,China,"Anuel AA",771463,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
111,"OUT WEST (feat. Young Thug)",JACKBOYS,767585,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
112,"Bohemian Rhapsody - 2011 Mix",Queen,765916,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
113,"Say You Won't Let Go","James Arthur",765313,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
114,Suicidal,"YNW Melly",759082,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
115,"Without Me",Halsey,758972,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
116,"No Idea","Don Toliver",757652,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
117,Keii,"Anuel AA",757194,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
118,"Goodbyes (Feat. Young Thug)","Post Malone",756511,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
119,Bruises,"Lewis Capaldi",752926,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
120,"Shape of You","Ed Sheeran",752896,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
121,"Save Your Tears","The Weeknd",745240,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
122,"Broke In A Minute","Tory Lanez",741086,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
123,"Stupid Again","Tory Lanez",737727,https://open.spotify.com/track/1fPnUpoXCpD2NDI4vPVeLw
124,"Make You Mine",PUBLIC,734504,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
125,"LA CANCIÓN","J Balvin",733758,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
126,Jangueo,"Alex Rose",732787,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
127,PTSD,"G Herbo",732399,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
128,Perfect,"Ed Sheeran",731380,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
129,"Old Town Road - Remix","Lil Nas X",717436,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
130,Azul,"J Balvin",715878,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
131,Fantasias,"Rauw Alejandro",712191,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
132,"Can We Kiss Forever?",Kina,711734,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
133,"Never Seen the Rain","Tones And I",711163,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
134,Follow,"KAROL G",709156,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
135,Maniac,"Conan Gray",704570,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
136,"Money In The Grave (Drake ft. Rick Ross)",Drake,701963,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
137,Muévelo,"Nicky Jam",700854,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
138,"Me Gusta",Shakira,697136,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
139,"No Me Conoce - Remix","Jhay Cortez",697100,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
140,July,"Noah Cyrus",696705,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
141,Sucker,"Jonas Brothers",694272,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
142,SUGAR,BROCKHAMPTON,690951,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
143,Robbery,"Juice WRLD",677385,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
144,"A Tu Merced","Bad Bunny",674948,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
145,Wow.,"Post Malone",672145,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
146,"ocean eyes","Billie Eilish",671872,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
147,"Kings & Queens","Ava Max",671527,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
148,goosebumps,"Travis Scott",670552,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
149,Blanco,"J Balvin",667906,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
150,"Sweet but Psycho","Ava Max",667424,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
151,"Be Alright","Dean Lewis",663745,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
152,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",662854,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
153,"Let Me Down Slowly","Alec Benjamin",661483,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
154,"Por Primera Vez",Camilo,661316,https://open.spotify.com/track/0gWbAFRcUyZKdfUxEOuOiD
155,"How Do You Sleep?","Sam Smith",660870,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
156,"The Less I Know The Better","Tame Impala",656495,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
157,"I'll Wait",Kygo,654366,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
158,Callaita,"Bad Bunny",654135,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
159,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,653934,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
160,Astronomia,Vicetone,652568,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
161,Moonlight,XXXTENTACION,652149,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
162,"All of Me","John Legend",651086,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
163,"Eastside (with Halsey & Khalid)","benny blanco",650847,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
164,"Piece Of Your Heart",MEDUZA,650829,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
165,"The Take (feat. Chris Brown)","Tory Lanez",647656,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
166,"SICKO MODE","Travis Scott",644013,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
167,"Higher Love",Kygo,643507,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
168,"Fantasias - Remix","Rauw Alejandro",636946,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
169,"Dancing With A Stranger (with Normani)","Sam Smith",634674,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
170,"To Die For","Sam Smith",628892,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
171,"Lights Up","Harry Styles",622208,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
172,Dior,"Pop Smoke",621426,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
173,"High Hopes","Panic! At The Disco",619231,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
174,"I Like Me Better",Lauv,614631,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
175,"If I Can't Have You","Shawn Mendes",613801,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
176,WANNABE,ITZY,609969,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
177,"Sigues Con El - Remix",Arcangel,609749,https://open.spotify.com/track/4Pu0a2TuHOYtI4CCE3HEXI
178,changes,XXXTENTACION,606682,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
179,"thank u, next","Ariana Grande",606462,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
180,Takeaway,"The Chainsmokers",605826,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
181,Youngblood,"5 Seconds of Summer",602861,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
182,"SLOW DANCING IN THE DARK",Joji,602365,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
183,"Better Now","Post Malone",602039,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
184,"Girls Like You (feat. Cardi B)","Maroon 5",601560,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
185,"Hate Me (with Juice WRLD)","Ellie Goulding",600475,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
186,"God's Plan",Drake,599964,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
187,"La Cama - Remix",Lunay,596060,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
188,"Something Just Like This","The Chainsmokers",595209,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
189,"3 Nights","Dominic Fike",590059,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
190,"Go Stupid","Polo G",589739,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
191,"i love you","Billie Eilish",588877,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
192,"XO Tour Llif3","Lil Uzi Vert",588853,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
193,Photograph,"Ed Sheeran",587160,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
194,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",585883,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
195,"Alone, Pt. II","Alan Walker",581854,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
196,"All Girls Are The Same","Juice WRLD",581451,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
197,Relación,Sech,580849,https://open.spotify.com/track/4lMOQR1rRW5hJgJXOtKraL
198,"Heart On Ice","Rod Wave",579515,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
199,Cradles,"Sub Urban",576191,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
200,Levitating,"Dua Lipa",575470,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
